TAX,ADC,TS
44,11987,1716263619.7178161144
44,12054,1716263619.7607300282
44,12049,1716263619.8039276600
42 44,13940 12191,1716263619.8467657566
42 44,13031 12287,1716263619.8898456097
42 44,12763 12196,1716263619.9326946735
42 44,12394 12159,1716263619.9757270813
42 44,12336 12145,1716263620.0187408924
42 44,12223 12168,1716263620.0617823601
42 44,12209 12225,1716263620.1046891212
42 44,12028 12234,1716263620.1477706432
42 44,11976 12439,1716263620.1907317638
28 42 44,12864 11950 12476,1716263620.2337801456
28 42 44,11584 11921 12267,1716263620.2764606476
28 42 44,11444 11840 12151,1716263620.3197309971
28 42 44,11242 11575 12186,1716263620.3627583981
28 42 44,11128 11663 10278,1716263620.4057521820
28 42 44,10932 11693  8372,1716263620.4484648705
11 28 42 44,13597 10935 11497  7286,1716263620.4917781353
11 28 42 44,11164 10978  9136  6028,1716263620.5347492695
11 28 42 44,10332 11050  9412  6095,1716263620.5777552128
11 19 27 28 42 44,10433 10832 13159 11464  8527  5926,1716263620.6206600666
11 19 27 28 42 44,10276 10631 11890 11341  8138  5814,1716263620.6637530327
11 19 27 28 36 42 44,10226 10505 11382 11571 14411  7799  5608,1716263620.7068057060
11 19 27 28 36 42 44 45,9992 10355 11237 11435 14357  7363  5727 10357,1716263620.7497649193
11 19 27 28 36 42 44 45,10081 10457 11427 11614 14377  6726  5568  9062,1716263620.7924864292
10 11 19 27 28 36 42 44 45,13900  9919 10370 11364 11594 14335  6411  5200  8816,1716263620.8357970715
10 11 19 27 28 36 42 44 45,10524  9999 10376 11328 11509 14187  5903  5151  8735,1716263620.8787324429
10 11 19 27 28 29 36 42 44 45,9231  9887 10264 11295 11617 13358 14071  5571  4827  8437,1716263620.9217646122
10 11 19 27 28 29 36 42 44 45,8234  9756 10076 11111 11506 12272 14067  5538  4599  7942,1716263620.9646401405
10 11 19 27 28 29 34 36 42 44 45,7999  9597  9819 11091 11320 11654 12465 13610  5530  4450  7822,1716263621.0077638626
10 11 19 27 28 29 34 36 42 44 45,7178  9522  9113  9861 11340 11532 11895 13450  5470  4084  7679,1716263621.0507445335
10 11 19 27 28 29 34 36 42 44 45 53,6757  9431  8292  9187 11177 11362 11824 13455  5604  4147  7867 14413,1716263621.0936532021
10 11 19 26 27 28 29 34 36 42 44 45,5616  9379  5272 12345  8678 10575 10976 11912 12773  7181  4486  7900,1716263623.9745972157
10 11 19 27 28 29 36 42 44 45,6690  9379  5576  8673 10651 11170 12812  7833  4868  8257,1716263624.0175776482
10 11 19 27 28 29 36 42 44 45,7752  9473  6045  8810 10953 11365 12850  8119  5063  8421,1716263624.0605924129
10 11 19 27 28 29 36 42 44 45,8516  9635  6461  9111 11098 11559 13076  8541  5593  8700,1716263624.1035897732
10 11 19 27 28 29 36 42 44 45,9249  9822  7883  9328 11327 11861 14135  8436  5678 10647,1716263624.1465947628
10 11 19 27 28 29 42 44,15264  9620  9846 10853 11031 16272  9905  5590,1716263624.1895883083
11 19 27 28 42 44,9680  9875 10930 11216 10337  6253,1716263624.2325284481
11 19 27 28 42 44,9716  9976 10965 11088 10791  9118,1716263624.2755720615
11 19 27 28 42 44,9840 10116 11393 11219 10756 11953,1716263624.3185763359
11 19 27 28 42 44,9889 10346 11547 11327 10909 12347,1716263624.3614540100
11 19 27 28 42 44,9869 10405 11922 11383 11333 12434,1716263624.4044907093
11 19 28 42 44,9955 11205 11727 12426 12281,1716263624.4475214481
11 28 42 44,9837 11514 12515 12699,1716263624.4905157089
11 28 42 44,13499 12058 13025 12529,1716263624.5334684849
28 42 44,14166 12971 12543,1716263624.5764498711
42 44,13742 12461,1716263624.6195046902
44,12411,1716263624.6625113487
44,12416,1716263624.7054224014
44,12285,1716263624.7483680248
44,12302,1716263624.7914931774
44,12519,1716263624.8344912529
44,12463,1716263624.8774957657
44,12379,1716263624.9204077721
44,12324,1716263624.9634933472
44,12461,1716263625.0064775944
44,12399,1716263625.0494465828
44,12551,1716263625.0924179554
44,13050,1716263625.1557536125
