TAX,ADC,TS
11,8862,1716266832.4162464142
11,8830,1716266832.4594066143
11,8827,1716266832.5024034977
11 19,9216 10377,1716266832.5453295708
11 19 28,9263 10212 12485,1716266832.5882408619
11 19 28,9124  9987 12052,1716266832.6313941479
11 19 28,9039  9800 12020,1716266832.6743714809
11 19 28,8903  9717 11801,1716266832.7173118591
11 19 28,8909  9745 11819,1716266832.7602245808
10 11 19 28,13396  9061  7981 11625,1716266832.8033804893
10 11 19 28,12936  8984  7607 11574,1716266832.8463776112
10 11 19 28,12831  9009  7558 11394,1716266832.8893928528
10 11 19 20 28 44,12882  6003  7013 15872 11282 13645,1716266832.9322273731
10 11 19 20 27 28 44,12747  5822  6495 15430 12983 11342 13219,1716266832.9754893780
10 11 19 20 27 28 44,12810  4654  6234 14890 12866 11348 13170,1716266833.0183115005
10 11 18 19 20 27 28 44,12189  4561 12094  5970 14454 10364 11310 12933,1716266833.0614101887
10 11 18 19 20 27 28 44,10681  4343 12517  5559 13599 10335 11084 12947,1716266833.1044275761
10 11 18 19 20 21 27 28 29 44,10074  4023 11553  5451 12797 11977 10374 11260 14356 10576,1716266833.1474075317
10 11 18 19 20 21 27 28 29 44,9228  3800 10931  5308 12060 11590 10281 11225 12352  9339,1716266833.1904325485
10 11 18 19 20 21 27 28 29 34 44,8586  3595  8220  5074 11180 11250 10139 11437 11915 12401  8633,1716266833.2334332466
10 11 18 19 20 21 27 28 29 34 35 44,8535  3474  7393  4953 10778 11071 10133 11474 11788 12186 16231  6720,1716266833.2764327526
10 11 18 19 20 21 27 28 29 35 36 44,7294  2877  7015  4237  9558 10751  9641 10692 10983 13466 13478 12721,1716266835.7272870541
10 11 18 19 20 21 27 28 29 35 36 44,8182  3226  7884  4449  9848 10928 10245 10727 11308 14855 14050 12893,1716266835.7702915668
10 11 18 19 20 21 27 28 44,8226  3675  8244  4592 10369 11057 10111 10765 13181,1716266835.8132982254
10 11 18 19 20 27 28 44,8553  4351 11008  4855 10739 10247 11209 13491,1716266835.8562602997
10 11 18 19 20 27 28 44,8822  5046 10978  5034 11344 13868 11359 13413,1716266835.8992574215
10 11 18 19 20 28,14687  6071 10919  5196 11410 11497,1716266835.9422512054
10 11 19 20 28,16064  8799  5300 13141 11414,1716266835.9852457047
11 19 20 28,9128  9943 14703 11302,1716266836.0282540321
11 19 28,9111 10065 11130,1716266836.0712289810
11 19 28,9361 10067 11332,1716266836.1142120361
11 19 28,9780 10575 11561,1716266836.1571927071
11 28,9548 11130,1716266836.2002346516
19 28,11128 12432,1716266836.2432212830
