TAX,ADC,TS
11 28,9050 11163,1716275070.2274568081
11 28,9040 11153,1716275070.2704029083
11 28,8898 11132,1716275070.3133962154
11 28,8996 11054,1716275070.3565795422
11 28,8889 10933,1716275070.3995318413
11 28,9019 10938,1716275070.4424028397
11 28,8840 10776,1716275070.4853708744
11 28,8813 10598,1716275070.5285003185
11 28,8814 10578,1716275070.5715634823
11 28,8742 10483,1716275070.6145524979
3 11 28,14044  8995 10546,1716275070.6574218273
3 11 28,13677  8913 10580,1716275070.7004265785
3 11 28,13872  8826 10630,1716275070.7433986664
3 11 28,13767  8805 10569,1716275070.7864136696
3 11 28,14079  8845 10576,1716275070.8293876648
3 11 28,7951  8855 10544,1716275070.8725264072
3 11 28,7626  8874 10583,1716275070.9154050350
3 11 28,7565  8756 10539,1716275070.9583892822
3 11 19 28,7447  8887 12183 10703,1716275071.0013983250
3 11 19 28 45,7354  8862 12757 10568  8172,1716275071.0443902016
3 11 19 28 45,7294  8893 11093 10787  8181,1716275071.0874061584
3 11 19 28 45,5646  8931  9518 10830  8234,1716275071.1304101944
3 11 19 28 45,5610  8901  9492 10771  8097,1716275071.1734223366
3 11 19 28 44 45,5503  8864  9635 10807 14109  8047,1716275071.2163984776
3 11 19 28 44 45,5406  8880  9560 10931 14393  7795,1716275071.2593996525
3 11 19 27 28 44 45,5295  8822  9491 15948 10863 15086  7839,1716275071.3024151325
3 11 19 26 27 28 44 45,5407  9064  9668 11181 13364 10945 14615  7873,1716275071.3453867435
3 11 19 26 27 28 29 44 45,5345  8995  9649 11122 12890 11091 13523 14283  7865,1716275071.3884603977
3 11 19 26 27 28 29 44 45,5293  9065  7639 11204 13024 11103 12122 13493  7868,1716275071.4314155579
3 11 19 26 27 28 29 34 42 44 45,5259  9037  7255 11212 12814 11109 11712 12556 12819 13828  7048,1716275071.4744417667
3 11 19 26 27 28 29 34 42 44 45,5231  9058  7175 11280 12881 11190 11466 12617 11927 13452  7009,1716275071.5175673962
3 11 19 26 27 28 29 34 42 44 45,5135  9041  6739 11181 12608 11151 11273 12587 11700 13045  6931,1716275071.5606789589
3 11 19 26 27 28 29 34 42 44 45,5051  8926  6258 11146 12471 11006 11197 12399 11827 13134  6810,1716275071.6034324169
3 10 11 19 20 21 26 27 28 29 34,3949 14920  8873  5714 14208 11460 10566 14396 11040 10940 12538,1716275073.7964212894
3 11 19 20 26 27 28 29 45,4488  8961  7262 14526 10877 14689 10786 11065 10626,1716275073.8394000530
3 11 19 20 28 29 36,4650  8909  9875 16020 10733 11487 14902,1716275073.8823249340
3 11 20 28 36,4813  8991 14770 10885 14853,1716275073.9253330231
3 11 20 28,7468  9037 13967 14908,1716275073.9683370590
3 11 20 28,7551  9030 14263 15422,1716275074.0113420486
3 11 20 28,7495  8993 14706 16086,1716275074.0543406010
3 11 20 28,8135  9085 16158 15974,1716275074.0973424911
3 11 28,8275  9049 15092,1716275074.1403410435
3 11 28,8348  9161 15719,1716275074.1833515167
3 11 28,8707  9416 14990,1716275074.2263393402
11,9374,1716275074.2692642212
11,10309,1716275074.3123033047
11,9659,1716275074.3553082943
28,13462,1716275074.8282973766
