TAX,ADC,TS
28,11869,1716262884.7229864597
28,11574,1716262884.7659504414
28,11522,1716262884.8090453148
28,11308,1716262884.8519988060
28,11122,1716262884.8950092793
28,10911,1716262884.9380321503
28,10826,1716262884.9810159206
11 28,10004 11073,1716262885.0240168571
11 28,9963 11206,1716262885.0669915676
11 28 44,10289 11138 13869,1716262885.1100342274
11 28 44,9677 11224 13368,1716262885.1530666351
11 28 44,9673 11115 12831,1716262885.1960427761
11 20 28 44,9516 15631 11109 12643,1716262885.2390398979
11 19 20 28 44,9276 10236 14211 10843 12571,1716262885.2819132805
11 19 20 26 28 42 44,9449 10161 13682 13317 11089 13535 12732,1716262885.3250961304
11 19 20 26 28 29 42 44,9709 10416 13743 11696 11443 12086 13165 12743,1716262885.3680441380
11 19 20 26 28 29 34 42 44 45,9755 10406 12918 11733 11330 11795 12771 13414 12815 12322,1716262885.4110205173
11 19 20 26 28 29 42 44 45,9501 10133 13031 11447 11411 11768 12868 12719 12930,1716262885.4540534019
11 19 20 26 27 28 29 42 44 45,9604 10144 13037 11343 13276 11510 11636 12799 10141 12514,1716262885.4970655441
11 19 20 26 27 28 29 34 42 44,9385  8203 13193 11252 12958 11177 11367 12625 12644  9780,1716262885.5400836468
11 19 20 26 27 28 29 34 36 42 44 45,9363  9607 13220 10928 12771 10973 11153 13555 16063 12268  9607  8419,1716262885.5830562115
11 19 20 26 27 28 29 34 42 44 45,9154  8603 12892 10703 12571 10884 11162 13271 12615  9165  8163,1716262885.6260497570
11 19 20 26 27 28 29 34 35 42 44 45,9149  7489 12592 10629 12558 10811 10831 10199 15910  9722  8059 10435,1716262885.6690461636
11 18 19 20 26 27 28 34 36 44,8968 13137  7818 13054 10911 12589 10462 10833 15939  9294,1716262888.1199378967
11 19 20 26 27 28 34 36 44,9132  9793 13522 10945 12783 10424 13404 15903  9831,1716262888.1628854275
11 19 20 26 28 36 44,9229  9905 14304 10990 10477 16167 10071,1716262888.2059037685
11 19 20 26 28 36 44,9649 10362 15732 11170 10662 15925 10097,1716262888.2490360737
11 28 36 44,9425 10352 15728 13012,1716262888.2920036316
28 44,10554 13685,1716262888.3350043297
28 44,10813 14343,1716262888.3779914379
28,11242,1716262888.4208765030
28,11163,1716262888.4639465809
28,11520,1716262888.5069625378
