TAX,ADC,TS
28,11280,1716267098.4361009598
11 28,13308 11435,1716267098.4789793491
11 28,15762 11355,1716267098.5219652653
11 28,11526 11498,1716267098.5650544167
11 28,9877 11212,1716267098.6079576015
11 28,9747 11297,1716267098.6509940624
11 20 28,9788 15316 11459,1716267098.6939587593
11 19 20 28,9576 12433 14979 11462,1716267098.7370002270
11 19 20 28,9554 10161 14511 11583,1716267098.7799980640
11 19 20 28 29,9267  8191 12766 11617 11737,1716267098.8230359554
11 19 20 27 28 29,8579  7386 12268 13300 11570 11564,1716267098.8659577370
11 19 20 27 28 29,8238  6959 12006 12797 11107 10942,1716267098.9090087414
11 19 20 27 28 29,7322  6446 11868 12535 10966 10623,1716267098.9517931938
11 19 20 27 28 29,7307  6132 11873 12415 10922 10701,1716267098.9948744774
10 11 19 20 26 27 28 29,16338  7345  6015 11547 11124 12499 10932 10577,1716267099.0380148888
10 11 18 19 20 26 27 28 29,14613  7441 11456  5718 11082 11177 12574 10843 10565,1716267099.0809590816
10 11 18 19 20 26 27 28 29 36 44,12316  6598 11058  5537 11005 11093 12511 10824 10462 15207 13189,1716267099.1239626408
10 11 18 19 20 21 26 27 28 29 36 44,12256  6284 10892  5162 10845 11406  9251  9669 10803 10635 14462 12809,1716267099.1670110226
10 11 18 19 20 21 26 27 28 29 36 44,10228  6391 10763  5032 10526 11198  9085  9537 10131 10648 14233 12875,1716267099.2099883556
10 11 18 19 20 21 23 26 27 28 29 36,9136  6565  7972  4081  8225 10638 13278  8640  9636  9563 10363 12620,1716267101.5319092274
10 11 18 19 20 21 23 26 27 28 29 36,9254  6643 10397  4250  8240 10778 14345  8792 11878  9839 10341 12749,1716267101.5748414993
10 11 18 19 20 21 26 27 28 29 36,9760  6850 11126  4688 10358 10916  9350 12249 10836 10516 13203,1716267101.6179845333
10 11 18 19 20 21 27 28 29 36,9594  7954 10997  4857 10485 11151 12699 10878 10605 13783,1716267101.6609025002
10 11 18 19 20 27 28 29,10596  8067 12384  5530 10822 10221 10653 10800,1716267101.7039134502
11 19 20 27 28 29,8767  6284 11286 13184 10698 11065,1716267101.7469644547
11 19 20 27 28 29,9381 10394 12984 11410 11167 11801,1716267101.7898197174
11 19 20 28,9280  9981 12850 11098,1716267101.8328757286
11 19 20 28,9472 10159 12907 11455,1716267101.8758275509
11 19 20 28,9755 10350 16210 11537,1716267101.9189188480
11 19 28,10199 10494 11671,1716267101.9618694782
11 19 28,10820 10646 11713,1716267102.0048692226
11 28,9916 11725,1716267102.0479111671
11,9432,1716267102.0937538147
