TAX,ADC,TS
28,11029,1716265237.2546348572
28,11032,1716265237.2974138260
28,10963,1716265237.3404316902
28,10895,1716265237.3834404945
28,10751,1716265237.4263565540
28,10649,1716265237.4693901539
28,10570,1716265237.5124719143
28,10566,1716265237.5554187298
28,10533,1716265237.5983867645
28,10461,1716265237.6414074898
28,10480,1716265237.6843347549
28,10467,1716265237.7273845673
11 28 44 45,11484 10610 14717 13838,1716265237.7704041004
11 27 28 44 45,11046 13545 11065 14527 12458,1716265237.8134377003
11 19 27 28 44 45,10785 10684 13303 11271 14039 12302,1716265237.8564736843
11 19 27 28 44 45,10518 10506 13129 11256 14007 12218,1716265237.8993775845
11 19 27 28 44 45,10316 10375 13028 11272 13905 12131,1716265237.9424195290
11 19 27 28 44 45,10155 10277 12795 11227 14033 12136,1716265237.9854135513
11 19 27 28 42 44 45,10012 10193 12658 11244 15552 13790 12203,1716265238.0283758640
11 19 27 28 42 44 45,9930 10102 12599 11212 14194 13495 12082,1716265238.0713746548
11 19 27 28 42 44 45,9750  9775 12343 11058 13057 13304 11877,1716265238.1144123077
11 19 27 28 42 44 45,9698  8186 12549 10879 12775 13234 11913,1716265238.1574089527
11 19 27 28 29 42 44 45,9627  8249 12508 11051 12203 12872 12993 11897,1716265238.2003757954
11 19 27 28 29 42 44 45,9529  8180 12439 11011 12172 12568 12879 11905,1716265238.2434041500
11 19 20 27 28 29 42 44 45 47,9376  7906 15794 12389 10895 11930 12402 12775 11900 13212,1716265238.2864582539
11 19 20 27 28 29 42 44 45 47,9322  7989 15601 12298 11048 11689 12304 12797 11876 12965,1716265238.3294358253
11 19 20 27 28 29 42 44 45 47,9289  7960 15413 12287 10903 11525 12109 12708 11776 10825,1716265238.3724436760
11 19 20 27 28 29 42 44 45 47 61,9193  7697 15359 12322 10919 11302 12225 12979  9546 10641  7999,1716265238.4154314995
11 19 20 27 28 29 42 44 45 47 61,9104  7713 15350 12476 10988 11239 11848 12888  9517  9179  7894,1716265238.4584429264
11 19 20 27 28 29 42 44 45 47 61,9077  7687 15279 12496 10905 11207 11641 12990  9499  8925  7770,1716265238.5015540123
11 19 20 27 28 29 42 44 45 47 54 61,9033  7582 15332 12538 10915 11117 11680 11633  9655  9272 13199  8037,1716265238.5445713997
11 19 20 21 26 27 28 29 42 44 45 53,8830  5194 13077 10725 10870 11434 10511 10787 11886 10169  7090 10985,1716265241.8556344509
11 19 20 21 26 27 28 29 42 44 45 53,8861  5407 13083 10898 11210 11579 10418 10762 12045 10337  7304 11001,1716265241.8985681534
11 19 20 21 26 27 28 29 42 44 45 53,8913  5766 13298 11049 14075 11625 10330 10832 11767 12365  7884 10993,1716265241.9416975975
11 19 20 21 27 28 29 42 44 45,8912  5817 13572 11361 11644 10437 10796 11997 12459  7661,1716265241.9845960140
11 19 20 27 28 29 42 44 45,8955  6075 14982 11389 10255 10541 11991 12594  7613,1716265242.0275073051
11 19 20 27 28 29 42 44 45,9025  6142 14952 11709 10431 10753 12309 12702  7734,1716265242.0704743862
11 19 20 27 28 29 42 44 45,9063  7073 15288 12279 10451 11041 12320 12695  7869,1716265242.1134784222
11 19 20 27 28 29 42 44 45,9212  7346 15505 12334 10372 11338 13735 12898  7911,1716265242.1564118862
11 19 20 27 28 29 42 44 45,9317  7608 16307 12365 10494 11681 14271 12747  7853,1716265242.1994926929
11 19 27 28 44 45,9317  7776 12714 10335 12861  8054,1716265242.2424633503
11 19 27 28 44 45,9406  9567 12848 10687 13333 10300,1716265242.2854871750
11 19 27 28 44 45,9663  9992 13044 10875 15551 11168,1716265242.3283557892
11 19 27 28 45,9795 10064 12882 10838 11069,1716265242.3714270592
11 19 27 28 45,10188 10345 13127 11112 11678,1716265242.4144845009
11 19 27 28,13153 11340 13300 11124,1716265242.4574646950
28,10529,1716265242.5003883839
28,10460,1716265242.5436620712
28,10655,1716265242.5865628719
28,10726,1716265242.6294276714
28,10895,1716265242.6723105907
28,11146,1716265242.7156493664
28,11090,1716265242.7586443424
28,11243,1716265242.8016312122
28,11466,1716265242.8445401192
28,11473,1716265242.8876204491
28,11687,1716265243.0164282322
28,11107,1716265243.0596368313
28,11060,1716265243.1024274826
