TAX,ADC,TS
28,11474,1716262690.0761740208
11 28,10487 11903,1716262690.1191725731
11 28,10250 11881,1716262690.1621704102
11 28,9856 11744,1716262690.2051911354
11 28,9644 11452,1716262690.2481265068
11 19 28,10055 10759 11685,1716262690.2912261486
11 19 28,9810 10409 11596,1716262690.3341877460
11 19 28,9797 10545 11467,1716262690.3772118092
11 19 20 28,9614 10468 15734 11359,1716262690.4200952053
11 19 20 28,9594 10420 15359 11381,1716262690.4631659985
11 19 20 27 28,9525 10322 15133 13060 11482,1716262690.5061931610
11 19 20 27 28 29,9033 10041 14425 12564 11340 13700,1716262690.5491361618
11 19 20 27 28 29,8990  9916 14392 12591 11476 11791,1716262690.5920579433
11 19 20 27 28 29,8979  9747 13517 12527 11137 11276,1716262690.6349947453
11 19 20 21 27 28 29 44,8388  6878 13204 11452 12693 11258 11191 14421,1716262690.6779947281
11 19 20 21 27 28 29 44,6273  6764 12546 11403 12820 11053 11028 13435,1716262690.7211725712
11 19 20 21 27 28 29 44,5070  6649 12258 11328 12687 11069 10918 13101,1716262690.7642273903
10 11 19 20 21 26 27 28 29 44 45,13178  5186  5819 11781 10777 12380 12883 10895 10235 13243 12520,1716262690.8070940971
10 11 19 20 21 26 27 28 29 44 45,13104  5181  5500 11433 10830 10754 12852 10804  9553 13029 10890,1716262690.8499898911
10 11 19 20 21 26 27 28 29 44 45,13016  4794  5443 11139 10786 10675 11239 10755  8307 12748  8382,1716262690.8930363655
10 11 18 19 20 21 26 27 28 29 44 45,13200  4281 12792  5142 10853 10599 10478 11049 10810  8019 12595  7123,1716262690.9360303879
10 11 18 19 20 21 26 27 28 29 44,8152  3106  8671  4240  6965  9727  8345  7183 10167  7402 13209,1716262693.3454136848
10 11 18 19 20 21 26 27 28 29 44,9498  3311 10484  4543  7222  9876  8656  8406 10146  7668 13993,1716262693.3883795738
10 11 18 19 20 21 26 27 28 29 44,10592  3483 10812  4701  8194 10153  9244  8612 10302  7825 15081,1716262693.4313547611
10 11 18 19 20 21 27 28 29,11267  3687 10912  4851 10211 10363  8443 10320  8167,1716262693.4743623734
10 11 19 20 21 27 28 29,13084  3975  5183 10393 10515 10708 10376  8370,1716262693.5172917843
10 11 19 20 21 27 28 29,13066  4729  5893 10887 10857 10733 10643 10606,1716262693.5603959560
10 11 19 20 21 27 28 29,13384  5302  7417 11657 10967 12288 10624 11014,1716262693.6033062935
11 19 20 21 27 28 29,5748  9849 12628 11279 12849 10858 11253,1716262693.6463789940
11 19 20 28,8615  9701 12645 10695,1716262693.6894075871
11 19 20 28,8749  9819 12604 10926,1716262693.7322750092
11 19 20 28,9339 10439 15055 11542,1716262693.7753009796
11 28,9125 11384,1716262693.8183538914
11 28,9404 11826,1716262693.8613831997
11 28,9602 12006,1716262693.9042370319
11 28,10210 12159,1716262693.9471101761
28,13706,1716262693.9901266098
