TAX,ADC,TS
11 27,10564 12541,1716449918.8668539524
11 27,10523 12620,1716449918.9099276066
11 27,10569 12521,1716449918.9529857635
11 27,10548 12486,1716449918.9960124493
11 19 27,10568 12037 12780,1716449919.0389990807
11 19 27,9673 11303 12338,1716449919.0819435120
11 19 27,8890 10658 11858,1716449919.1249477863
11 19 27,8818  7746 11782,1716449919.1678805351
11 19 27 28,8689  7664 11918 12178,1716449919.2110881805
3 11 19 26 27 28,10223  8893  7210 13173 11974 11958,1716449919.2536807060
3 11 19 26 27 28,9953  8909  6889 12739 11973 11900,1716449919.2969818115
3 11 19 26 27 28,8756  8525  6527 12514 11865 11518,1716449919.3399770260
3 11 19 26 27 28,8127  8395  5591 12197 11402 11292,1716449919.3829793930
3 11 18 19 21 26 27 28,7960  7336 12180  5451 15409 12330 11277 11404,1716449919.4259643555
3 11 18 19 21 26 27 28 42,6035  7090 11618  5176 13981 12244 11154 11256  9964,1716449919.4689586163
3 11 18 19 21 26 27 28 36 42 44,5794  6956 10879  4808 13447 12180 11369 11342 15736  9887 14507,1716449919.5119669437
3 11 18 19 21 26 27 28 34 36 42 44,5637  6804 10700  4653 12134 11306 11264 11448 13797 15681  9496 13779,1716449919.5549089909
3 11 18 19 21 26 27 28 34 36 42 44,5511  6430 10452  4480 11600 11210 11021 11390 13197 15895  8546 13401,1716449919.5979235172
2  3 10 11 18 19 20 21 26 27 28 36,15672  4442 13579  5231  7966  3963 13945 11048 10631  8675 10696 12495,1716449921.4898815155
2  3 11 18 19 20 26 27 28 36,15831  5319  5744 10390  3982 15909 10645 10383 10756 14790,1716449921.5328104496
2  3 11 18 19 26 27 28 36,15855  5525  5990 10704  4303 10869 10488 10709 14630,1716449921.5759949684
2  3 11 18 19 26 27 28,16341  7354  6349 11008  4607 10901 10612 10947,1716449921.6189529896
3 11 19 26 27 28,7951  7405  5064 11120 10822 12287,1716449921.6618709564
3 11 19 26 27,9276  7661  5913 12491 11060,1716449921.7049293518
11 19 27,7583  6215 11069,1716449921.7479619980
11 19 27,8665  8252 11339,1716449921.7909045219
11,9238,1716449921.8339786530
11,9570,1716449921.8769168854
11,9566,1716449921.9199478626
11,10342,1716449921.9629101753
11,10505,1716449922.0199816227
