TAX,ADC,TS
28,10907,1716447289.0936753750
28,10859,1716447289.1366596222
28,10823,1716447289.1796567440
28,11054,1716447289.2226588726
11 28,9679 11084,1716447289.2656483650
11 28,9529 10988,1716447289.3086547852
11 21 27 28,9604 12142 14706 11350,1716447289.3516254425
11 21 27 28,9366 11655 14544 11210,1716447289.3946483135
11 21 27 28 29,9475 11721 10386 11365 12904,1716447289.4376792908
11 21 27 28 29 44,9218 11263  8525 11259 12041 15029,1716447289.4807586670
3 11 19 21 27 28 29 44,15404  9362 12748 11281  8746 11377 11964 13501,1716447289.5237851143
3 11 19 21 27 28 29 44,9255  9494  9564 11173  8715 11448 11777 13372,1716447289.5668437481
3 11 19 21 27 28 29 44,7674  9369  7303 11021  8494 11160 11573 11543,1716447289.6098458767
3 11 15 19 21 27 28 29 44,7407  9275 14201  6668 11137  7892 11196 11458 11267,1716447289.6527631283
3 11 15 19 21 27 28 29 35 44 45,7287  9194 13510  5755 11076  7330 10936 11294 16330 11197 12440,1716447289.6958472729
3 11 15 19 21 26 27 28 29 35 44 45,6531  9219 13311  5464 10997 13154  7461 11027 11370 13099  9107 12538,1716447289.7388648987
3 10 11 18 19 20 21 27 28 29 35 44,4991  9232  9062 12748  4738 15418 10330  6851 10324 10293 11810 12831,1716447291.7178986073
3 10 11 19 20 21 27 28 29 35 44,5433  9598  9023  4794 16379 10462  6849 10514  9337 12407 13494,1716447291.7609279156
3 10 11 19 21 27 28 29 35,7113 10806  9170  5085 10527  6938 10557 11194 13201,1716447291.8039267063
3 11 19 21 27 28 29 35,13463  9168  6961 10885  8054 10708 11505 15849,1716447291.8469567299
11 19 21 27 28 29,9337  8339 11186  8572 11247 12210,1716447291.8897831440
11 19 21 27 28,9347 10250 11160 10043 11091,1716447291.9329259396
11 28,9211 10798,1716447291.9759492874
11 28,9680 10925,1716447292.0188674927
11 28,9968 11588,1716447292.0619103909
11,14247,1716447292.1048774719
