TAX,ADC,TS
11,14154,1716449250.7325708866
11,11774,1716449250.7755730152
11,10930,1716449250.8185727596
11,10267,1716449250.8615713120
11,9588,1716449250.9045462608
11,9267,1716449250.9475772381
11,9091,1716449250.9905807972
11 19,9348 10348,1716449251.0335800648
3 11 19,9491  9373 10004,1716449251.0765438080
3 11 19 27,9360  9534  9303 11815,1716449251.1195619106
3 11 19 26 27,9061  9666  9010 11821 11830,1716449251.1625723839
3 11 19 26 27,6087  9511  8423 11428 11652,1716449251.2055761814
3 11 19 26 27 34,5941  9604  8389 11528 11733 12993,1716449251.2486343384
3 11 19 26 27 34,5733  9433  6829 11340 10670 12543,1716449251.2915670872
3 11 19 26 27 34,5601  9478  6196 11162  9611 12625,1716449251.3346242905
3 11 19 26 27 34,5478  9352  5897 11068  9445 12377,1716449251.3776059151
3 11 19 26 27 28 34,5267  8783  5461 10895  9387 12223 12392,1716449251.4206478596
3 11 18 19 26 27 28 34,4529  7083 13444  5239 10857  9360 11919 10742,1716449251.4636728764
3 11 18 19 26 27 28 34 42,4151  6039 11104  5057 10793  9276 11600 10583 15877,1716449251.5066685677
3 11 18 19 20 26 27 28 34 42,4044  5392 10784  4743 15386 10718  9274 11443  9241 10189,1716449251.5496685505
3 11 18 19 20 21 26 27 28 34 42,4007  4805 10656  4595 14200 14115 10624  9189 11342  9001  9884,1716449251.5926578045
3 11 18 19 20 21 26 27 28 34 42 44,3934  4233 10424  4366 14216 12824  9426  9181 11054  8874  8700 14143,1716449251.6356801987
3 11 18 19 20 21 26 27 28 34 42 44,3901  3967 10190  4215 13902 11500  9014  9029 11191  8739  7651 13340,1716449251.6785833836
3 11 18 19 20 21 26 27 28 34 42 44,3861  3861 10072  3994 13112 11116  8550  7358 11280  7663  6513 13053,1716449251.7216718197
2  3 10 11 18 19 20 26 27 28 34,15172  3839 13500  3494  7560  3747 12591  8228  8282 10579  6259,1716449253.3125677109
3 10 11 18 19 20 26 27 28 34,3814 13648  3659  9977  3875 13362  8404  8497 10723  7355,1716449253.3557758331
3 10 11 18 19 26 27 28 34,3899 13646  4404 10083  4047 10227  8751 11639 10161,1716449253.3988127708
3 11 18 19 26 27 34,3987  4978 10544  4057 10319  8957 11927,1716449253.4417631626
3 11 18 19 26 27 34,4709  5647 10978  4419 10406  9160 12340,1716449253.4846255779
3 11 19 26 27 34,5202  6596  4659 10610  9222 12529,1716449253.5277531147
3 11 19 26 27,5416  7612  5037 10809  9220,1716449253.5708580017
3 11 19 26 27,7693  8833  5931 11318  9722,1716449253.6137664318
3 11 19 27,8895 9173 7110 9588,1716449253.6566817760
11 27,8683 15774,1716449253.6996650696
11,8933,1716449253.7426614761
11,9004,1716449253.7857151031
11,8937,1716449253.8286440372
11,9313,1716449253.8716695309
11,12089,1716449253.9147005081
11,12622,1716449253.9578242302
11,12464,1716449254.0006172657
11,12785,1716449254.0492835045
