TAX,ADC,TS
11,10819,1716452963.9279003143
11,10492,1716452963.9708244801
11,9621,1716452964.0138268471
11 27 28,10235 13816 12957,1716452964.0568373203
11 27 28,9868 11832 12343,1716452964.0998427868
11 27 28,9414 11469 11836,1716452964.1428480148
11 27 28 34 42,9264 11235 11512 13789 13677,1716452964.1858215332
11 26 27 28 34 42,9430 15007 11418 11558 13751 13355,1716452964.2288577557
11 19 26 27 28 34 42,9345 14032 14032 11372 11435 12889 13337,1716452964.2718691826
3 11 19 26 27 28 34 42,9902  9409  9103 13248 10033 11368 12779 13398,1716452964.3148756027
3 11 18 19 26 27 28 34 42 44,9702  9576 11907  8641 13352  9573 11412 12660 11137 15291,1716452964.3578920364
3 10 11 18 19 26 27 28 29 34 42 44,9400 16114  7771 10102  8153 12891  9531 11570 13304 12777 10239 14015,1716452964.4008603096
3 10 11 18 19 20 26 27 28 34 36,8763 11265  6795  7085  4796 14530 11279  8655 11145 12616 15327,1716452966.1640670300
3 10 11 18 19 26 27 28 34,8951 13362  7231  7357  5173 11552  9328 11133 12893,1716452966.2070679665
3 11 18 19 26 27 28,9192  9252  8738  6034 11568  9329 11514,1716452966.2499589920
11 19 26 27,8890 15583 12118  9685,1716452966.2929341793
11 27,8871 10894,1716452966.3358764648
11 27,9233 11227,1716452966.3789649010
11 27,9724 11731,1716452966.4219980240
11,9769,1716452966.4648261070
11,10189,1716452966.5079607964
