TAX,ADC,TS
11,10542,1716448769.6655097008
11,10537,1716448769.7084064484
11,10549,1716448769.7514560223
11,10545,1716448769.7945890427
11 27,11033 13417,1716448769.8374471664
11 27,10984 12551,1716448769.8804588318
11 27,10327 11996,1716448769.9235279560
11 27,9905 11671,1716448769.9664704800
11 27,9611 11516,1716448770.0094628334
3 11 27,10666  9796 11555,1716448770.0524628162
3 11 18 19 27,9907  9364 12574 12002 10433,1716448770.0954806805
3 11 18 19 27 28,9879  9492 12400 11550 10614 12858,1716448770.1384823322
3 11 18 19 27 28 42,7167  9117 12046 10889 10063 12122 15479,1716448770.1814804077
3 11 18 19 27 28 42,6770  8699 11545 10431  9589 11903 12609,1716448770.2245502472
3 11 18 19 26 27 28 42,5588  8701 11424  9735 12248  9711 11815 10883,1716448770.2675507069
3 11 18 19 26 27 28 42,5299  8424 11107  8555 11811  9466 11657 10493,1716448770.3106224537
3 11 18 19 26 27 28 42 44,4977  8255 10697  7194 11532  9301 11592 10224 15191,1716448770.3535082340
3 11 18 19 26 27 28 42 44,4849  8035 10414  6312 11472  9161 11471  9900 13230,1716448770.3965756893
3 11 18 19 26 27 28 42 44,4410  7605 10351  5622 11263  9060 11639  9705 13209,1716448770.4395697117
3 10 11 18 19 20 21 26 27 28 42 44,4375 13754  7555 10279  5214 15680 13189 11178  8945 11736  9437 13023,1716448770.4825694561
3 10 11 18 19 20 21 26 27 28 42 44,4019 13447  6183 10185  4795 14641 12775 11040  8860 11343  8234 12783,1716448770.5255494118
2  3 10 11 18 19 20 21 26 27 28,15418  3899  7587  3992  9705  3868 13203 11365 10793  8297 10865,1716448772.1165668964
3 10 11 18 19 20 21 26 27 28,3824  9356  4307  9809  3994 14014 11365 10939  8400 10755,1716448772.1595807076
3 10 11 18 19 26 27 28,4063 12180  5948  9970  4346 11172  8575 10876,1716448772.2025845051
3 10 11 18 19 26 27 28,4070 13634  7528 10328  5065 11366  8958 11001,1716448772.2455437183
3 10 11 18 19 26 27 28,4351 13738  7695 10483  5673 11559  9286 11315,1716448772.2886104584
3 11 18 19 27,4949  7821 10998  8107  9007,1716448772.3315684795
3 11 18 19 27,6068  8030 10991  9940  9120,1716448772.3745779991
3 11 19 27,6571  8409 10274 11460,1716448772.4175419807
3 11 19 27,9147  9518 10430 11556,1716448772.4605970383
11 27,9580 11612,1716448772.5035235882
11,9759,1716448772.5465369225
11,9833,1716448772.5895233154
11,9994,1716448772.6325237751
11,10771,1716448772.6755228043
11,10663,1716448772.7185208797
11,10410,1716448772.7615363598
11,10528,1716448772.8045537472
