TAX,ADC,TS
11,11000,1716452949.3932690620
11,10603,1716452949.4361450672
11,10833,1716452949.4791989326
11,10445,1716452949.5222790241
11 28,10296 12610,1716452949.5652198792
11 28,9739 11932,1716452949.6081366539
11 26 27 28,10149 12129 12287 12277,1716452949.6512622833
11 19 26 27 28,9232 10789 11884 12103 11876,1716452949.6942942142
11 19 26 27 28 44,8513 10364 11170 11672 11242 16037,1716452949.7372250557
3 11 19 26 27 28 34 42 44,9752  8283  9770 11126 11798 11454 13076 13899 14275,1716452949.7801864147
3 11 19 26 27 28 34 42 44,9023  5850  7653 11039 11375 11440 12971 13439 13706,1716452949.8232667446
3 11 19 26 27 28 34 42 44,8893  5640  6778 10863 11358 11276 12555 13337 13313,1716452949.8662607670
3 11 18 19 20 26 27 28 34 42 44,8854  5355 12916  6722 15903 10866  9517 11435 12506 10217 13237,1716452949.9092659950
3 11 18 19 20 26 27 28 34 42 44,8142  4814 10278  6154 14965 10883  9271 11355 12231  9493 12924,1716452949.9522564411
3 11 18 19 20 26 27 28 34 42 44,7019  4526  8678  5737 14645 10776  9065 11364  9923  9030 12558,1716452949.9952657223
3 11 18 19 20 26 27 28 34 42 44,4614  4369  8699  5167 14177  9226  8916 11181  8114  8509 12472,1716452950.0382797718
3 11 18 19 20 21 26 27 28 34 42 44,4353  4201  7310  4703 13804 11903  8666  8834 11252  6487  8379 12353,1716452950.0812695026
3 11 18 19 20 21 26 27 28 34 42 44,4154  3901  6702  4523 13950 11860  8407  8863  8741  7798 12884 12995,1716452951.8012087345
3 11 18 19 20 26 27 28 34 42 44,7402  4211  7733  4943 13894 10638  8971 10765 10607 13539 13523,1716452951.8441348076
3 11 18 19 20 26 27 28 34,7638  4379  9150  5060 14088 10595  9075 10967 12419,1716452951.8872175217
3 11 18 19 20 26 27 28 34,8797  4935 11456  5675 15038 10633  9250 10879 12652,1716452951.9302308559
3 11 19 26 27 28,9071  5895  7326 10682  9120 10938,1716452951.9732539654
11 19 26 27 28,9196  8425 10759 11303 11029,1716452952.0162494183
11 19 26 27 28,9292  9538 10950 11614 11298,1716452952.0592186451
11 19 26 27,9421 10028 11662 11431,1716452952.1022210121
11 19 27,9529 10295 11567,1716452952.1452529430
11 19 27,9551 10500 11663,1716452952.1881387234
11 19 27,9687 10662 11783,1716452952.2312166691
11,9508,1716452952.2742638588
