TAX,ADC,TS
11,14120,1716453099.9992480278
11,10383,1716453100.0422191620
11 19,10296 11162,1716453100.0851440430
11 19,9808 8383,1716453100.1281001568
11 19 26,9710  8465 12106,1716453100.1712357998
11 19 26 34 42,9763  7659 12354 12863 11029,1716453100.2142877579
11 19 26 27 28 34 42,9842  7516 12491 12282 12550 12973 10666,1716453100.2572531700
3 11 19 26 27 28 34 42,9098  9815  7251 12398 12054 12142 12933  9971,1716453100.3002068996
3 11 19 26 27 28 34 42,6745  9668  6688 12066 11869 12048 12471  9700,1716453100.3432588577
3 11 19 26 27 28 34 42 44,6453  9543  6466 12104 10078 11681 12407  8991 14041,1716453100.3862080574
3 11 19 26 27 28 34 42 44,5990  9385  5789 11863  9349 11609 10919  8776 13622,1716453100.4294328690
3 11 19 26 27 28 34 42 44,5834  9227  5417 11834  8872 11682 10354  8475 13444,1716453100.4722988605
3 11 19 26 27 28 34 42 44,5627  9206  5084 11738  8709 11746  9580  6774 13384,1716453100.5154533386
3 11 19 20 26 27 28 34 36 42 44,5487  7629  5055 12316 11592  8724 11329  6053 16135  5727 14731,1716453100.5585131645
2  3 11 19 20 26 27 28 34 36 42,13619  5395  6852  4321 11871 10887  7355 10884  5668 14247  6931,1716453102.4932072163
2  3 11 19 26 27 28 34 36 42,13882  5550  6895  4578 11205  7970 11098  7431 15307  9690,1716453102.5362811089
2  3 11 19 26 27 28 34,13985  5801  8496  4742 11534  9207 11245  9171,1716453102.5792253017
2  3 11 19 26 27 28 34,14001  6617  9329  5671 11843  9361 12204 12279,1716453102.6222116947
2  3 11 19 26 27 34,14171  8402  9375  5998 11882  9332 12557,1716453102.6659476757
2 11 19 26 27 34,14130  9442  6509 11942 10626 12621,1716453102.7090885639
2 11 19 27,15240  9777  9219 11719,1716453102.7521641254
2 11 19 27,16102  9974 10806 11970,1716453102.7952041626
2 11,15903  9516,1716453102.8382172585
11,9970,1716453102.8812081814
11,10871,1716453102.9241092205
11,11948,1716453102.9671497345
