TAX,ADC,TS
28,11167,1716265732.2199189663
28,11166,1716265732.2629706860
28,11142,1716265732.3058841228
28,10892,1716265732.3489999771
28,10777,1716265732.3919291496
11 28,11023 10939,1716265732.4349439144
11 19 28,10246 10471 11272,1716265732.4780094624
11 19 27 28,10184 10258 12999 11362,1716265732.5209548473
11 19 27 28,9691 10050 12683 11081,1716265732.5639257431
11 19 27 28,9706 10142 12554 11019,1716265732.6069884300
11 19 20 21 27 28,9385  9951 15384 11751 12401 11031,1716265732.6499748230
11 19 20 21 26 27 28 29,9379  9920 15107 11425 11676 12640 10982 12455,1716265732.6929306984
11 19 20 21 26 27 28 29,9195  9645 14982 11119 11122 12570 10839 11705,1716265732.7359750271
11 19 20 21 26 27 28 29 44 45,9071  9640 14364 10825 10745 12737 10739 11309 13818 12265,1716265732.7790329456
10 11 19 20 21 26 27 28 29 44 45,13290  9046  6692 12658 10743 10596 12114 10896 10910 13669  9015,1716265732.8219542503
10 11 18 19 20 21 26 27 28 29 44 45,13304  9040 12138  6718 12296 10673 10672 12079 10819 10798 13557  8449,1716265732.8649272919
10 11 18 19 20 21 26 27 28 29 35,7091  8491  8895  4401  9739  9977  8427  9120 10396 10320 13179,1716265735.2726945877
10 11 18 19 20 21 26 27 28 29 35,9154  8609 10660  4685  9854  9945  8591  9273 10236 10252 13874,1716265735.3156452179
10 11 18 19 20 21 26 27 28 29,9616  8675 10865  4851 10109 10096  8641  9155 10086 10438,1716265735.3586912155
10 11 18 19 20 21 26 27 28 29,11031  8746 11087  5343 10642 10424  9211 10813 10166 10842,1716265735.4017155170
10 11 18 19 20 21 27 28 29,11775  8722 12058  6107 11026 10594 11315 10412 11028,1716265735.4446852207
10 11 19 20 21 27 28 29,13235  8773  6343 11704 10837 11549 10508 11141,1716265735.4876170158
11 19 20 21 27 28,8891  9569 13890 10934 11664 10704,1716265735.5306441784
11 19 20 21 27 28,9113  9866 14784 11132 12662 10885,1716265735.5736844540
11 19 20 27 28,9497 10218 15422 13013 11086,1716265735.6167569160
11 19 27 28,9658 10142 13185 11327,1716265735.6595838070
11 28,9461 10993,1716265735.7026128769
28,11096,1716265735.7455532551
28,11159,1716265735.7885584831
