TAX,ADC,TS
28,11306,1716266201.8522093296
19 28,10423 11681,1716266201.8953840733
19 28,10089 11340,1716266201.9383485317
11 19 28,10373 10359 11454,1716266201.9813759327
11 19 28,9852 10166 11252,1716266202.0242857933
11 19 28 29,9768 10194 11371 15420,1716266202.0673837662
11 19 28 29,9590 10031 11249 12395,1716266202.1102852821
11 19 28 29,9381  9803 11183 11775,1716266202.1533849239
11 19 21 27 28 29,9426  9846 12125 14143 11183 11645,1716266202.1963269711
11 19 21 27 28 29,9418  9968 12004 11073 11209 11624,1716266202.2394149303
11 18 19 21 27 28 29,9349 12470  9535 11791 10767 11149 11478,1716266202.2823925018
11 19 21 27 28 29,9276  7324 11643  9105 11188 11408,1716266202.3253808022
11 19 21 27 28 29,9235  6607 11698  9076 11065 11388,1716266202.3682436943
10 11 18 19 20 21 27 28 29 44,15924  9298 13221  6322 16262 11551  9104 11196 11340 13959,1716266202.4114096165
10 11 18 19 20 21 27 28 29 44,11474  8929 11381  6325 15312 11376  9073 11027 11120 12945,1716266202.4544687271
10 11 18 19 20 21 27 28 29 44 45,10782  8095 11086  6094 15163 11146  9062 10928 10859 12811 12360,1716266202.4974019527
10 11 18 19 20 21 27 28 29 44 45,10240  7599 10792  5766 14812 11018  8891 11053 10751 12821 12033,1716266202.5402531624
10 11 18 19 20 21 27 28 29 44 45,8585  7043  9299  5079 14998 10900  8728 10901 10648 12637 11779,1716266202.5833873749
10 11 18 19 20 21 27 28 29 44 45,6971  6553  9016  4851 14557 10695  8463 10505 10540 12288  9417,1716266202.6264047623
10 11 18 19 20 21 26 27 28 29 44 45,5676  5150  8807  4666 13368 10700 13938  8434 10550 10158  8771  8909,1716266202.6692879200
10 11 18 19 20 21 27 28 29,8561  7109  9377  5047 13616 10922  8554 10519 10391,1716266205.1633224487
10 11 18 19 20 21 27 28 29,12396  7465 11056  5650 14774 10903  8586 10594 10541,1716266205.2063331604
11 18 19 20 21 26 27 28 29,8187 10708  6347 15056 11131 14574  8879 10659 10731,1716266205.2493042946
11 18 19 20 21 27 28 29,8304 10776  6984 15084 11371  9045 10710 10814,1716266205.2922089100
11 18 19 20 21 27 28 29,8532 11088  9982 15488 11550  9204 10795 10799,1716266205.3352472782
11 18 19 21 27 28 29,9027 11103  9901 11413 13021 10804 11161,1716266205.3783283234
11 19 21 27 28 29,9173  9946 11501 10570 10827 11613,1716266205.4212832451
11 19 21 27 28 29,9274 10115 11644 10649 10991 11899,1716266205.4641938210
11 19 27 28,9306 10044 13004 11065,1716266205.5072946548
11 19 28,9303 10089 11534,1716266205.5502529144
11 19 21 28 29,10000 10812 12783 12240 12938,1716266205.5932776928
11 19 28 29,10449 10997 12243 13070,1716266205.6361560822
28,11016,1716266205.6792411804
20 28,15036 11017,1716266205.7222783566
11 19,9972 10087,1716266205.7652657032
