TAX,ADC,TS
28,11647,1716262829.9426276684
28,11346,1716262829.9856410027
28,11195,1716262830.0286314487
11 19 28,12460 10821 11839,1716262830.0716502666
11 19 28,10718 10527 11768,1716262830.1146526337
11 19 28,10501 10613 11754,1716262830.1576361656
11 19 27 28,10246 10685 13323 11742,1716262830.2006752491
11 19 27 28,9813 10377 13214 11503,1716262830.2436413765
11 19 20 27 28 29,9949 10530 15624 13117 11773 12176,1716262830.2867493629
11 19 20 27 28 29,9697  8735 14851 13011 11631 11669,1716262830.3296332359
11 19 20 27 28 29 45,9510  7558 13965 12699 11447 11297 12663,1716262830.3727927208
11 19 20 27 28 29 45,9345  7231 13100 12209 11406 11118 12445,1716262830.4156010151
11 19 20 27 28 29 44 45,9039  6739 11919 11935 11189 10778 14809 11285,1716262830.4586336613
11 19 20 26 27 28 29 44 45,9087  6470 11607 11673 12287 11315 10803 14364  9598,1716262830.5016667843
11 19 20 26 27 28 29 44 45,8999  6277 11182 10997 12383 11112 10780 13231  8716,1716262830.5446791649
11 19 20 26 27 28 29 44 45,8941  5735 10985 10794 12331 10854 10610 12773  7489,1716262830.5876643658
11 19 20 26 27 28 29 35 44 45,8877  5279 10619 10640 12108 10860 10527 15495 12745  7294,1716262830.6306796074
11 19 20 26 27 28 29 35 44 45,8830  5049 10337 10559 12189 10707 10519 15399 12595  7115,1716262830.6736807823
10 11 18 19 20 26 27 28 29 35 44 45,15813  8906 12457  4879 10039 10612 11929 10631 10374 15226 10239  7021,1716262830.7167117596
10 11 18 19 20 21 26 27 28 29 35 44,10403  7965 10814  4491  9625 10645 10658  8250 10415 10311 14631 12655,1716262833.1678781509
10 11 18 19 20 21 26 27 28 29 35 44,11351  8592 11022  4635  9885 10872 10928 10530 10486 10328 15344 12647,1716262833.2107958794
10 11 19 20 27 28 29 35,14564  8409  4635 10271 10656 10609 10193 15123,1716262833.2538037300
10 11 19 20 27 28 29 35,16120  8434  4996 10546 11020 10677 10341 15475,1716262833.2965044975
11 19 20 27 28 29 35,8603  5849 11199 11313 10683 10915 15639,1716262833.3398244381
11 19 20 27 28 29,8973  6841 12189 11948 11066 11338,1716262833.3828792572
11 19 20 27 28 29,9774  8602 13237 13325 11486 11948,1716262833.4257862568
11 19 20 28,9477  9963 13549 11199,1716262833.4685437679
11 20 28,9686 14492 11596,1716262833.5118296146
11 28,9905 11839,1716262833.5548071861
28,11442,1716262833.5977659225
28,11639,1716262833.6405065060
