TAX,ADC,TS
11 28,10854 11868,1716262465.5944330692
11 28,10015 11754,1716262465.6373980045
11 28,9675 11553,1716262465.6804499626
11 28,9320 11292,1716262465.7233953476
11 28,9040 10995,1716262465.7664248943
11 20 28,9079 15930 11015,1716262465.8094100952
11 19 20 27 28,9346 10219 15634 13094 11292,1716262465.8525240421
11 19 20 27 28 29,9051 10090 14335 12825 11450 11887,1716262465.8954329491
11 19 20 27 28 29,9007 10045 14054 12723 11289 11366,1716262465.9385001659
11 19 20 27 28 29,6575  9634 13935 12516 11291 10950,1716262465.9814934731
11 19 20 21 27 28 29,5869  9264 13706 14258 12736 10993 10797,1716262466.0243804455
11 19 20 21 27 28 29,5320  7615 13812 11623 12739 10913 10691,1716262466.0674946308
11 19 20 21 27 28 29 44,4467  6329 13237 11122 12482 10843 10444 15404,1716262466.1104733944
10 11 19 20 21 27 28 29 44,15300  3991  5596 13023 11062 12481 10997 10507 15139,1716262466.1534545422
10 11 19 20 21 26 27 28 29 44,14078  3891  5593 12935 10893 10747 12358 11110 10509 13272,1716262466.1964974403
10 11 19 20 21 26 27 28 29 44,13942  3649  5315 12640 10746  8888  9899 11093 10299 12903,1716262466.2395241261
10 11 19 20 21 26 27 28 29 44,13518  3465  4885 12239 10516  8601  8889 10799 10433 10636,1716262466.2824659348
10 11 19 20 21 26 27 28 29 44 45,12775  3400  4799 12051 10521  8543  8871 10729 10319 10350  9511,1716262466.3254506588
10 11 19 20 21 26 27 28 29 36 44 45,12013  3370  4707  9972 10485  8455  8678 10745 10477 16291  9659  8961,1716262466.3685188293
10 11 18 19 20 21 26 27 28 29 36 44,8684  3153 10488  4015  8490  9767  8434  8527 10254  7794 13727 12917,1716262468.6042296886
10 11 18 19 20 21 26 27 28 29 36 44,8811  3302 10626  4134  8737  9839  8610  8528 10163  7948 16189 13912,1716262468.6474535465
10 11 19 20 21 26 27 28 29,8956  3407  4284  8819  9989  8638  8430 10343  8189,1716262468.6904251575
10 11 19 20 21 27 28 29,10364  3489  4368 10730 10069  8428 10171 10338,1716262468.7333860397
10 11 19 20 21 27 28 29,10795  3683  4448 11134 10359  9030 10190 10511,1716262468.7762117386
10 11 19 20 21 27 28 29,12400  4134  5348 11851 10710 10919 10222 10924,1716262468.8193738461
10 11 19 20 21 27 28 29,14752  5753  6146 12355 11115 12129 10418 11239,1716262468.8623802662
10 11 19 20 21 27 28 29,15160  6750  8819 12646 11267 12327 10541 11617,1716262468.9053556919
11 19 20 27 28,8594  9597 13094 13209 10662,1716262468.9482738972
11 19 20 28,8659  9711 14003 11120,1716262468.9914081097
11 19 20 28,8996  9815 15375 11320,1716262469.0343744755
11 28,8984 11191,1716262469.0772819519
11 28,9535 11906,1716262469.1202075481
11,15908,1716262469.1633384228
