TAX,ADC,TS
28,11588,1716262656.5484886169
11 28,10032 11786,1716262656.5915503502
11 28,9706 11488,1716262656.6346137524
11 19 28,9823 10459 11721,1716262656.6775820255
11 19 20 28,9915 10517 15918 11706,1716262656.7205872536
11 19 20 28,9736 10400 15480 11448,1716262656.7635915279
11 19 20 27 28,9515 10285 14124 15360 11345,1716262656.8066565990
11 19 20 27 28,9488 10227 13907 13223 11399,1716262656.8495931625
11 19 20 27 28,9416 10069 13690 12903 11150,1716262656.8926029205
11 19 20 21 27 28 44,9121  9867 13050 15147 12559 11059 14035,1716262656.9356286526
11 19 20 21 27 28 44,8913  9677 12802 11544 12583 11315 13435,1716262656.9786355495
11 19 20 21 27 28 44,8820  9214 12630 11512 12592 11194 13025,1716262657.0216352940
11 19 20 21 27 28 44,8810  7569 12254 11258 12476 11025 12671,1716262657.0645792484
11 18 19 20 21 27 28 29 44,8807 12253  7534 11876 11341 12681 11151 11774 12552,1716262657.1076595783
11 18 19 20 21 27 28 29 44 45,6949 10789  7315 11610 11075 12304 11087 11447 12549 13818,1716262657.1506152153
11 18 19 20 21 27 28 29 42 44 45,6745 10534  7146 11347 10962 12300 11101 11472 14007 12640 12273,1716262657.1936450005
11 18 19 20 21 26 27 28 29 42 44 45,6140 10470  6560 11043 10655 11041 12758 11035 11082 12589 10349 11947,1716262657.2366173267
10 11 18 19 20 21 23 27 28 29 35 44,13987  4075 10130  4231  8074  9784 13443  8348 10315 10530 11521 10707,1716262659.5584809780
10 11 18 19 20 21 23 27 28 29 35 44,16234  4615 10238  4486  9670 10114 13833  8399 10388 10438 13842 15469,1716262659.6014716625
11 18 19 20 21 23 27 28 29 35,5486 10394  4789  9902 10111 14387  8673 10425 10736 14642,1716262659.6445298195
11 18 19 20 21 27 28 29 35,6456 10648  5307 10593 10390 11787 10397 11002 15888,1716262659.6874654293
11 19 20 21 27 28 29,7441  5549 11316 10683 12007 10749 11608,1716262659.7304618359
11 19 20 21 27 28,8579  7048 11680 10777 12575 10564,1716262659.7734754086
11 19 20 21 27 28,8859  9142 12190 10876 12659 11151,1716262659.8164935112
11 19 20 21 27 28,9068  9932 12500 11126 13133 11701,1716262659.8594615459
11 20 28,9457 14398 12044,1716262659.9023759365
11 20,9446 15352,1716262659.9454033375
11,10285,1716262659.9884998798
11,10882,1716262660.0313572884
