TAX,ADC,TS
11 28,9685 11177,1716275108.1148071289
11,9588,1716275108.1577818394
11 28,10652 11461,1716275108.2006349564
11 28,9887 11366,1716275108.2437803745
11 28,9809 11198,1716275108.2867898941
11 28,9469 10835,1716275108.3297908306
11 28,9213 10699,1716275108.3727691174
11 28,9147 10655,1716275108.4156768322
11 28,9373 10691,1716275108.4587445259
11 28,9388 10746,1716275108.5017490387
3 11 28,14096  9503 10652,1716275108.5448224545
3 11 28,13950  9415 10592,1716275108.5876617432
3 11 28,9162  9423 10627,1716275108.6308536530
3 11 28,8659  9414 10682,1716275108.6738131046
3 11 28,8361  9435 10628,1716275108.7167837620
3 11 19 28,8316  9625  9734 10796,1716275108.7598414421
3 11 19 28,8178  9779  9619 10760,1716275108.8027544022
3 11 19 28,6259  9592  9620 10673,1716275108.8457787037
3 11 19 28,6195  9562  9582 10648,1716275108.8887743950
3 11 19 28,5963  9606 10622 10634,1716275108.9318039417
3 11 19 20 28 42 45,5917  9920  9549 16094 10628 14471 10343,1716275108.9747509956
3 11 19 20 21 28 42 45,6024  9807  9771 15283 13127 11046 10831 10288,1716275109.0177667141
3 11 19 20 21 28 42 45,5887  9688  9687 15084 11639 10941 10658 10323,1716275109.0607848167
3 11 19 20 21 28 29 42 45,4847  9505  9663 14940 11607 10965 12221  9759 10249,1716275109.1038389206
3 11 19 20 21 28 29 42 45,4769  9509  9607 14824 11592 11032 11953  9409  9983,1716275109.1467859745
3 11 19 20 21 28 29 42 45,4693  9471  9534 14774 11486 10947 11687  9353  9911,1716275109.1896867752
3 11 19 20 21 28 29 42 45,4611  9299  9393 14713 11440 10939 11681  9316  9651,1716275109.2327921391
3 11 19 20 21 28 29 42 45,4549  9255  7662 14468 11215 10803 11476  9391  8113,1716275109.2758073807
3 11 19 20 21 28 29 42 45,4575  9148  7470 14620 11153 10838 11309  9529  7850,1716275109.3187382221
3 11 19 20 21 26 28 29 34 42 45,4575  9201  7457 14470 10981 11827 10821 11143 12302  9525  7846,1716275109.3617506027
3 11 19 20 21 26 28 29 34 42 44 45,4515  9198  7137 14690 10900 11805 10811 11161 12163  9496 13451  8097,1716275109.4047520161
3 11 19 20 21 26 28 29 34 42 44 45,4137  9117  7255 14368 10858 11067 10793 11267 12156  9059 11177  7926,1716275109.4478905201
3 11 19 20 21 26 28 29 34 42 44 45,3904  9006  6297 14463 10793 10865 10791 11197 12110  8995 12199  7798,1716275109.4906513691
3 11 19 20 21 26 28 29 34 42 44 45,3829  9000  6045 14158 10712 10754 10690 11056 11961  8946 10628  7789,1716275109.5338361263
3 11 19 20 21 26 28 29 34 42 44 45,3973  8760  4898 13451 10421 10952 10481 10453 12773  9854 13357 10258,1716275111.5548989773
3 11 19 20 21 28 29 34 42 45,4207  8868  6603 14271 10655 10615 11125 12709 10423 10611,1716275111.6407849789
3 11 19 20 21 22 28 29 34 42 45,4441  9065  7264 14600 10803 15432 10831 10932 12586 10577 15827,1716275111.6837522984
3 11 19 20 21 22 28 29 42,4519  9020  7398 14524 10786 15662 10704 10943 12745,1716275111.7267615795
3 11 19 20 21 22 28 29 42,4576  9049  9191 14654 10872 15679 10643 11326 12981,1716275111.7697446346
3 11 19 20 21 22 28 29,4763  9109  9457 14981 10955 16043 10916 11586,1716275111.8126440048
3 11 19 20 21 28,4801  9081  9503 15972 10890 10970,1716275111.8557553291
3 11 19 21 28,7929  9063  9719 11072 10957,1716275111.8987467289
3 11 19 28,9005  9172 10778 11215,1716275111.9415895939
11 28,8831 11179,1716275111.9844732285
11,8765,1716275112.0276889801
11,8899,1716275112.0706868172
11,8908,1716275112.1136925220
11,9023,1716275112.1565501690
11,9132,1716275112.1996674538
