TAX,ADC,TS
42,16245,1716275611.6886298656
42,14055,1716275611.7317926884
42,12840,1716275611.7748203278
42,14401,1716275611.8176407814
42,10995,1716275611.9468147755
42,9947,1716275611.9897158146
42,9753,1716275612.0326607227
42,8945,1716275612.0756328106
42,8156,1716275612.1186542511
42,12583,1716275612.1616547108
42,12425,1716275612.2045311928
42,12168,1716275612.2474937439
42,12107,1716275612.2906157970
42,12108,1716275612.3335926533
42,12293,1716275612.3765330315
42,12343,1716275612.4194779396
42,12436,1716275612.4625735283
42,12298,1716275612.5055930614
42,12279,1716275612.5485138893
42,12131,1716275612.5915868282
42,12011,1716275612.6345658302
42,12029,1716275612.6775569916
42,11928,1716275612.7203278542
42,11953,1716275612.7635378838
42,12084,1716275612.8066029549
42,11957,1716275612.8495676517
42,11938,1716275612.8923680782
42,11929,1716275612.9355306625
42,11829,1716275612.9785566330
42,11825,1716275613.0215482712
42,11948,1716275613.0644452572
42,11978,1716275613.1075394154
42,11806,1716275613.1505467892
42,11790,1716275613.1935448647
42,12012,1716275613.2364387512
34 42,12046 11820,1716275613.2795259953
34 42,11903 11863,1716275613.3225529194
34 42,11839 11749,1716275613.3655402660
3 42,9483 11963,1716275613.4084508419
3 34 42,9475 11728 15200,1716275613.4515213966
3 27 34 36 42,9775 12806 12215 11364 12635,1716275613.4945089817
3 27 28 36 42,11566 12610 11991 11335 12713,1716275613.5375514030
3 27 28 36 42,10136 12655 11851 11493 10654,1716275613.5805211067
3 36 42,9551 10058 10260,1716275613.6235356331
1 28 36 42,16264 11165 13844  8979,1716275613.6665027142
1 28 42 44,16326 10885  9280 10711,1716275613.7095055580
1  3 19 28 36 42 44,16111 10038 12944 14335 11763  8757 10676,1716275613.7523283958
1  3 19 27 28 36 42 44,15571  9289 12754 13351 11933 11861  9175 10637,1716275613.7955703735
1  3 19 27 28 36 42 44,15148  8201 12588 12841 11902 11500  9134 10593,1716275613.8385357857
1  3 19 27 28 36 42 44,15124  7869 12405 12697 11576 11733  8985 10533,1716275613.8815250397
1  3 18 19 27 28 36 42 44,14998  7257 15004 12389 12644 11598 11707  8619 10607,1716275613.9243991375
1  3 19 27 28 34 36 42 44,15114  7129 11830 12677 11606 13992 11679  8419 10462,1716275613.9675278664
1  3 18 19 27 28 34 36 42 44,15286  5841 13536 10493 12629 11491 13824 11584  8130 10675,1716275614.0105304718
1  3 18 19 27 28 34 36 42 44,15208  5671 13356 10595 12631 11451 13732 11485  7978 10807,1716275614.0535585880
1  2  3 18 19 27 28 34 36 42 44,14848 12707  4774 13604  9270 12908 11465 13588 11462  7821 10757,1716275614.0963668823
1  2  3 18 19 20 27 28 34 36 42 44,14683 12602  4753 13936  8952 16281 13023 11444 13556 11437  7630 10562,1716275614.1395146847
1  2  3 18 19 20 27 28 34 36 42 44,14134 12405  4594 14600  8749 16034 13179 11438 13484 11373  7361 10461,1716275614.1824543476
1  2  3 18 19 20 27 28 34 36 42 44,14218 12470  4502 14495  8191 15807 13189 11310 13465 11393  7064 10370,1716275614.2255582809
1  2  3 18 19 20 27 28 34 36 42 44,14550 12231  4376 14790  7877 15522 13031 11282 13579 11307  7002 10492,1716275614.2684001923
1  3 10 18 19 20 27 28 34 36 42 44,13910  4164 13660 15493  6543 14966  9311 11159 13325  9672  5920 10627,1716275617.4072501659
1  3 10 18 19 20 27 28 34 36 42 44,14032  4211 14004 15345  7013 15370  9474 11334 13495  9773  5957 10717,1716275617.4502487183
1  3 18 19 20 27 28 34 35 36 42 44,13896  4227 15455  7058 15715  9516 11290 13583 16225  9828  6182 10831,1716275617.4931948185
1  3 18 19 20 27 28 34 36 42 44,13974  5277 16128  8797 15942  9573 11360 13665  9861  6402 10756,1716275617.5360820293
1  3 18 19 27 28 34 36 42 44,14192  6783 15744  9458  9635 11336 13783  9936  6610 10828,1716275617.5794086456
1  3 18 19 27 28 34 36 42,13907  7837 15830  9898  9611 11269 13857  9903  6505,1716275617.6223304272
1  3 18 19 27 28 34 36 42,13707  7833 15769 10544  9581 11168 13920  9649  6663,1716275617.6654543877
1  3 19 27 28 36 42,13754  8673 10575  9598 11125  9707  6823,1716275617.7082748413
1  3 19 27 28 36 42,14594  8954 12548  9659 11231  9913  7366,1716275617.7511596680
1  3 19 27 28 36 42,15521  8905 12705  9820 11346 11517  7624,1716275617.7942204475
3 19 27 28 36 42,11938 12950 12008 11541 11577  7484,1716275617.8371903896
19 27 28 36 42,12926 13005 11400 11504  7789,1716275617.8801677227
19 27 28 36 42,13116 16256 11681 11458  8031,1716275617.9230973721
28 36 42,12274 11277  9318,1716275617.9661486149
36 42,9975 12399,1716275618.0091407299
36 42,10486 12693,1716275618.0521032810
42,14391,1716275618.0953283310
42,13900,1716275618.1382961273
11,15017,1716275619.1702139378
