TAX,ADC,TS
11,10459,1716184967.1110000610
11 28,9675 12294,1716184967.1540231705
11 28,9207 11611,1716184967.1970527172
11 28,9043 11310,1716184967.2400894165
11 28,8729 10908,1716184967.2828946114
3 11 19 28 29,9784  9256 12085 11300 12098,1716184967.3260080814
3 11 19 20 28 29,8346  9193 11488 14529 11163 11425,1716184967.3690686226
3 11 19 20 27 28 29,7922  9221 10923 13370 13087 11269 11154,1716184967.4120817184
3 11 19 20 21 27 28 29,7838  9097 10456 13080 11792 12822 11221 10883,1716184967.4550566673
3 11 19 20 21 27 28 29,7603  9053 10130 12776 11337 12617 11208 10851,1716184967.4981946945
3 11 19 20 21 27 28 29,6697  8883 10007 12502 11201 12480 11169 10825,1716184967.5410993099
3 11 19 20 21 27 28 29,5587  8793  8384 11978 10874 12235 11109 10665,1716184967.5840461254
3 11 19 20 21 27 28 29,5389  8744  7406 11730 10711 12170 10973 10441,1716184967.6270182133
3 11 19 20 21 26 27 28 29 44,4615  8862  6602 11465 10493 11057 12332 11003 10347 14380,1716184967.6700096130
3 11 19 20 21 26 27 28 29 44,4179  8709  5697 11157 10510 10560 12380 10818 10279 13372,1716184967.7130835056
3 11 19 20 21 26 27 28 29 44,4075  8645  5035 10948 10450 10216 12436 10717 10330 12703,1716184967.7560980320
3 11 19 20 21 26 27 28 29 44,3975  8625  4855 10879 10320 10097 10289 10694 10329 12667,1716184967.7990326881
1  2  3 11 19 20 21 26 27 28 29 36,16224 12911  3943  8570  4227 10050  9888  8394  9695 10274  8426 12717,1716184969.8200123310
2  3 11 19 20 21 26 27 28 29,13393  4099  8636  4571 10240  9934  9468  9640 10203  8475,1716184969.8629148006
2  3 11 19 20 21 27 28 29,12660  4253  8649  4959 10362 10098 12200 10056 10111,1716184969.9059271812
2  3 11 19 20 21 27 28 29,13878  4395  8679  6002 10639 10502 12373 10231 10137,1716184969.9487140179
2  3 11 19 20 21 27 28 29,13983  5582  8787  8477 11491 10822 12748 10716 10569,1716184969.9919695854
2  3 11 19 20 21 27 28 29,14556  5878  8814  9568 11692 10999 12504 10817 10705,1716184970.0349299908
2  3 11 19 20 21 27 28 29,16331  7753  9055  9908 12934 11342 13133 11185 11701,1716184970.0779161453
2  3 11 19 20 21 28,16120  8151  9018 10018 13217 11067 11301,1716184970.1207032204
11 21 28,8793 11471 11251,1716184970.1638481617
11 28,8922 11347,1716184970.2068924904
11,8863,1716184970.2497675419
