TAX,ADC,TS
28,11058,1716191447.2897589207
28,11091,1716191447.3324832916
28,11071,1716191447.3757355213
28,10995,1716191447.4187085629
28,10911,1716191447.4616973400
28,10612,1716191447.5045607090
28,10589,1716191447.5476567745
11 28,10628 11069,1716191447.5906939507
11 28,10052 11051,1716191447.6336717606
11 28,9551 10981,1716191447.6764910221
11 28,9303 10883,1716191447.7196204662
11 28,9143 10839,1716191447.7626750469
11 28,8869 10721,1716191447.8056292534
11 19 28,8980 10884 11071,1716191447.8485307693
11 19 28,8802  9937 10714,1716191447.8916871548
11 19 28,8770  9620 10722,1716191447.9347240925
11 19 28 29,8904  9678 10829 13663,1716191447.9775781631
11 19 20 28 29 42 44,9007  9748 16119 10895 11978 12631 14265,1716191448.0204725266
2 11 19 20 28 29 42 44,14314  9006  9755 14040 11057 11659 12546 13782,1716191448.0636687279
2 11 19 20 27 28 29 42 44,11627  9007  9554 13491 13220 11071 11232 12496 13317,1716191448.1066119671
2 11 19 20 27 28 29 42 44,11679  8940  9247 13507 12634 10805 11018 12324 12905,1716191448.1496281624
2 11 19 20 27 28 29 42 44,11031  8842  8323 13062 12386 10840 10792 12130 12560,1716191448.1925358772
2  3 11 19 20 27 28 29 42 44 45,11054  8029  8872  6535 12367 12221 10659 10576 12140 12637 13142,1716191448.2356948853
2  3 11 19 20 21 27 28 29 42 44 45,10743  7812  8868  6162 12054 12202 12292 10615 10808 12125 12578 10198,1716191448.2787115574
2  3 11 19 20 21 27 28 29 42 44 45,10559  5915  8794  5932 11632 11513 12085 10638 10732 12221 12551  8811,1716191448.3216226101
2  3 10 11 19 20 21 27 28 29 42 44,11525  5554 13447  8634  4757 10670 10634 11894  9313 10511 12160 12646,1716191450.6004755497
2  3 10 11 19 20 21 27 28 29 42 44,11673  7683 14168  8694  5126 11178 10809 12288 10439 10462 12275 12795,1716191450.6435449123
2  3 11 19 20 21 27 28 29 42 44,12420  8907  8718  5825 11458 15248 12410 10465 10752 12299 12740,1716191450.6865689754
2  3 11 19 20 27 28 29 44,13029 12083  8697  6616 11631 12074 10420 11018 12991,1716191450.7295436859
11 19 20 27 28 29,8578  8972 12544 12197 10552 10982,1716191450.7724108696
2 11 19 20 27 28 29,14408  8746  9486 13572 12557 10738 11250,1716191450.8154783249
11 19 20 28,8575  9207 13652 10365,1716191450.8585598469
11 19 28,8575  9258 10432,1716191450.9014918804
11 19 28,8719  9591 10781,1716191450.9443962574
11 28,8697 10684,1716191450.9874663353
11 28,8879 10752,1716191451.0305335522
11 28,9277 10748,1716191451.0734560490
11 28,10481 10784,1716191451.1164216995
28,10515,1716191451.1594846249
28,11198,1716191451.2024853230
28,11316,1716191451.2455000877
28,11164,1716191451.2885236740
28,11314,1716191451.3314063549
