TAX,ADC,TS
11,13125,1716178336.7877948284
11,11056,1716178336.8307709694
11 28,11040 15009,1716178336.8736417294
11 28,10150 12304,1716178336.9168388844
11 28,9744 12007,1716178336.9597828388
11 28,9593 11930,1716178337.0027801991
11 28,9387 11839,1716178337.0458037853
11 19 20 28,9632 12039 14920 12008,1716178337.0888245106
11 19 20 28,9409 10833 14240 11699,1716178337.1317911148
11 19 20 28,9281 10210 13279 11735,1716178337.1747634411
3 11 20 28,13345  9395 13857 11749,1716178337.2177672386
3 11 20 28,7726  9326 13061 11722,1716178337.2605113983
3 11 20 28,7454  9183 12924 11427,1716178337.3037614822
3 11 20 28,7354  9095 12698 11141,1716178337.3467891216
3 11 20 28 29,7274  9037 12674 11097 11766,1716178337.3897595406
3 11 20 28 29 44,7186  8789 12363 10964 11731 13417,1716178337.4325211048
3 11 19 20 27 28 29 44,7233  8938 12230 12163 14736 11079 11658 13435,1716178337.4757063389
3 11 19 20 26 27 28 29 35 44,7229  9008 12304 11989 14715 13047 11078 11505 15008 12945,1716178337.5188078880
3 11 19 20 21 26 27 28 29 35 44,7108  9028 11978 11990 12671 14491 12640 11001 11343 14831 10448,1716178337.5618610382
3 11 19 20 21 26 27 28 29 35 42 44,6957  8986 12030 11781 11940 15001 12460 10945 11197 14631 13973 10332,1716178337.6047253609
3 11 19 20 21 26 27 28 29 35 42 44,6923  8894 12063 11570 11707 14854 11998 11224 11113 12033 12761 10004,1716178337.6478683949
3 11 19 20 21 26 27 28 29 35 42 44,5289  8820 11573 11186 11446 13953 10075 11117 10907 11787 12340  9972,1716178337.6907830238
3 11 19 20 21 26 27 28 29 35 42 44,3994  8579  6850 10181 10393  8552  9143 10381 10298 10990 12849  9311,1716178339.1523940563
3 11 19 20 21 26 27 28 29 35 42 44,4197  8638  7179 10287 10330  8654  9124 10428 10182 11191 13141  9479,1716178339.1956279278
3 11 19 20 21 26 27 28 29 35 44,4312  8639  7790 10447 10429  8799  9290 10482 10317 11316  9749,1716178339.2385113239
3 11 19 20 21 26 27 28 29 35 44,5226  8752  8694 10510 10550  9332  9424 10439 10380 11795 10143,1716178339.2816596031
3 11 19 20 21 26 27 28 29 35 44,5305  8750  9038 10613 10719 10737 12223 10590 10897 12053 12551,1716178339.3244993687
3 11 19 20 21 26 27 28 29 35 44,5407  8861 11579 11015 10935 14062 12707 10781 11019 13018 12635,1716178339.3676314354
3 11 19 20 21 26 27 28 29 35 44,6713  8799 11550 11184 11003 15300 12331 10870 10990 14381 12919,1716178339.4106063843
3 11 19 20 21 27 28 29 35,6980  8683 11662 11463 11152 12369 10750 11252 14525,1716178339.4536437988
3 11 19 20 21 27 28 29,7025  8733 15300 11583 10990 14533 10901 11534,1716178339.4965784550
3 11 20 21 27 28,7243  8665 11746 11207 12811 10957,1716178339.5394113064
3 11 20 27 28,7350  8793 12052 11924 10951,1716178339.5826938152
3 11 20 27 28,7460  8847 12235 12036 10953,1716178339.6255989075
3 11 20 28,13795  8790 12734 10903,1716178339.6685113907
3 11 20 28,13023  8959 12911 10969,1716178339.7116320133
11 20 28,8837 13237 11050,1716178339.7545459270
11 20 28,9041 13697 11213,1716178339.7975988388
11 20 28,9118 15087 11361,1716178339.8405067921
11 28,9367 11312,1716178339.8835647106
11 28,9708 11622,1716178339.9265823364
11 28,9988 11767,1716178339.9695522785
11 28,14674 11963,1716178340.0125892162
