TAX,ADC,TS
28 44,11814 12588,1716191822.3215365410
44,12624,1716191822.3643655777
44,12985,1716191822.4076759815
28,10783,1716191822.4934711456
11 19 27 28,14130 10980 13287 11163,1716191822.5364084244
11 19 27 28,10773 10808 13296 11455,1716191822.5794403553
11 19 27 28,10060 10379 12759 11241,1716191822.6223890781
11 19 27 28,9817 10293 12743 11151,1716191822.6654345989
11 19 27 28,9732 10058 12643 11042,1716191822.7084367275
11 19 27 28 36,9127  9770 12263 11084 15255,1716191822.7513687611
11 19 26 27 28 36,9409 10131 13220 12502 11269  9442,1716191822.7944133282
11 19 20 26 27 28 34 36,9211 10166 15922  9643 12562 11653 12994  7751,1716191822.8373408318
11 19 20 26 27 28 34 36 45,9061 10011 13947  9296 12469 11528 12635  7669 12169,1716191822.8803772926
11 19 20 26 27 28 29 34 36 45,9130  8357 13555  8447 12779 11772 12946 12809  6633  8185,1716191822.9234232903
3 11 19 20 26 27 28 29 34 36 45,13526  9065  8014 13002  8231 12887 11503 12244 12673  6189  7922,1716191822.9663810730
3 11 19 20 21 26 27 28 29 34 36 45,12052  8903  7798 12803 13379  8159 13123 11609 12099 12591  5907  7775,1716191823.0093936920
3 11 19 20 21 26 27 28 29 34 36 45,5247  8603  5057 10030 10620  6819  9933 10454 10823  9412  4666  7704,1716191825.1595189571
3 11 19 20 21 26 27 28 29 34 36 45,7484  8607  5790 10432 10854  6886 12064 10541 11130  9587  4873 12219,1716191825.2025265694
3 11 19 20 21 26 27 28 29 34 36,9092  8703  6961 11334 11167  8321 12260 10754 11467 12819  5303,1716191825.2455708981
11 19 20 21 26 27 28 36,8622  7627 12366 11121  8173 12486 10479  5422,1716191825.2883975506
11 19 20 26 27 28 36,8643  7786 12525  8145 12767 10512  5588,1716191825.3315258026
11 19 20 26 27 28 36,8756  9674 14104  9028 12936 10821  6000,1716191825.3745167255
11 19 26 27 28 36,8902  9675 13551 12762 10844  6880,1716191825.4175150394
11 19 27 28 36,9083  9737 12806 11084  7558,1716191825.4603900909
11 19 27 28 36,9266 10013 12929 11270 11475,1716191825.5035188198
11 19 28 36,10028 10688 11798 14041,1716191825.5465056896
28,11224,1716191825.5894837379
28,11418,1716191825.6323506832
28,11755,1716191825.6755015850
