TAX,ADC,TS
44,13797,1716193979.2362568378
44,13642,1716193979.2791457176
44,13197,1716193979.3221642971
44,13732,1716193979.3652567863
44,13591,1716193979.4082336426
44,13533,1716193979.4511620998
44,13457,1716193979.4941546917
44,13450,1716193979.5371270180
44,13389,1716193979.5801496506
44,12587,1716193979.6231782436
44,12335,1716193979.6661710739
44,12201,1716193979.7091479301
44,12137,1716193979.7521526814
44,12383,1716193979.7951517105
28 44,12803 12193,1716193979.8381662369
28 44,11717 12293,1716193979.8811678886
28 44,11413 12540,1716193979.9242308140
11 28 44,10808 11500 12467,1716193979.9671833515
11 28 44,10345 11331 12299,1716193980.0101854801
11 28 44,9915 11030 12385,1716193980.0533220768
11 28 44,9805 10999 12066,1716193980.0962228775
11 28 44,9672 10979 11985,1716193980.1392626762
11 28 44,9561 10872 11982,1716193980.1822876930
11 28 44,9516 10854 11967,1716193980.2253081799
11 28 44,9498 10959 12033,1716193980.2682237625
11 28 34 44,9246 10715 15037 11969,1716193980.3112609386
11 28 34 44,9251 10740 14589 11915,1716193980.3542718887
11 28 34 42 44,9125 10593 14161 14504 11875,1716193980.3972592354
11 28 34 42 44 45,9234 10842 12328 12883 11929 12957,1716193980.4402265549
11 28 34 42 44,9248 11048 12112 11245 11839,1716193980.4833238125
11 28 34 42 44 45,9062 10790 12013 11151 11925 13692,1716193980.5262229443
11 28 34 42 44 45 46,9029 10828 11997 11209 11979 12207 12399,1716193980.5692842007
11 28 34 42 44 45 46,9012 10931 12051 11051 11981 11782 11930,1716193980.6122879982
11 28 34 42 44 45 46,8957 10927 11948 11287 12049 11874 11441,1716193980.6552014351
11 19 20 28 34 42 44 45 46 54,9170 10587 15799 11034 11938 10933 12053 11882 11229 15704,1716193980.6982440948
11 19 20 28 34 42 44 45 46 54,8991  9939 16271 11045 11576 10684  9723 11807 11210 15445,1716193980.7412869930
11 19 20 28 34 42 44 45 46 54,8955  9898 15811 11050 11665 10578  9704 11883 11192 15601,1716193980.7842433453
11 19 20 28 29 34 42 44 45 46 54,8998  9930 15231 11125 12401 10283 10085  9363 11835 11195 11695,1716193980.8272471428
11 19 20 28 29 34 42 44 45 46 54,8841  9733 13779 10991 12380  9720 10065  9398 11880 11227 10159,1716193980.8701558113
11 19 20 27 28 29 34 42 44 45 46 54,8960  9858 13367 11673 11015 12284  9793 10312  8187 11936  9941 10188,1716193980.9132363796
11 19 20 26 27 28 29 34 42 44 45 53,9064  8262 12039 12123 11096 10909 11455 10625 10671  8653 11347 12531,1716193983.7942371368
11 19 20 26 27 28 29 34 42 44 45 53,9052  9953 12653 12323 11201 10909 11477 10706 10766  9527 11353 15382,1716193983.8372833729
11 19 20 27 28 29 34 42 44 45,9009 10004 13122 11058 10796 11581 10569 10877  9499 11159,1716193983.8801951408
11 19 20 27 28 29 34 42 44 45,8975 10060 14074 11179 10716 11696 10570 10815 11492 11167,1716193983.9231331348
11 19 20 27 28 34 42 44 45,8909 13840 14847 11089 10571 10555 14211 11412 11298,1716193983.9662582874
11 20 27 28 34 44 45,8905 15783 11075 10567 10480 11220 15020,1716193984.0092680454
11 20 28 34 44,8910 16301 10326 12447 11247,1716193984.0522260666
11 28 34 44,8949 10416 12536 11329,1716193984.0952293873
11 28 44,8871 10535 11446,1716193984.1382098198
11 28 44,8916 10249 11545,1716193984.1812565327
11 28 44,9128 10298 12085,1716193984.2243185043
11 28 44 45,9290 10303 12463 12501,1716193984.2670619488
11 28 44,9625 10703 12237,1716193984.3101706505
11 28 44,9340 10552 11910,1716193984.3532204628
11 28 44,9255 10443 11867,1716193984.3960840702
11 28 44,9456 10527 12084,1716193984.4391801357
11 28 44,9545 10602 12125,1716193984.4821279049
11 28 44,9734 10967 12157,1716193984.5252625942
11 28 44,10283 11130 12108,1716193984.5682175159
28 44,11042 12095,1716193984.6111464500
28 44,11149 12155,1716193984.6542487144
28 44,11214 12309,1716193984.6972334385
28 44,11491 12597,1716193984.7402455807
28 44,11880 12577,1716193984.7831690311
28 44,11875 12189,1716193984.8261814117
44,12221,1716193984.8691930771
44,12754,1716193984.9122107029
44,12787,1716193984.9551646709
44,13738,1716193984.9981915951
44,12677,1716193985.0412080288
44,12465,1716193985.0842092037
44,12376,1716193985.1271660328
44,12426,1716193985.1701345444
44,13859,1716193985.2131686211
44,14159,1716193985.2561664581
44,12963,1716193985.6895203590
