TAX,ADC,TS
11,12168,1716187201.2300691605
11,11778,1716187201.2730333805
11,10699,1716187201.3160254955
11,10517,1716187201.3589916229
11,9737,1716187201.4020352364
11,9335,1716187201.4449021816
11 19,8996 10765,1716187201.4878447056
11 19 20 28,9354 10634 15831 11787,1716187201.5308630466
2  3 11 19 20 28,16270  8966  9446 10450 14344 11422,1716187201.5738611221
2  3 11 19 20 28,15430  8545  9138  9510 12691 11101,1716187201.6168441772
2  3 11 19 20 28 29,15421  8134  9114  9274 12665 11237 11978,1716187201.6598768234
2  3 11 19 20 21 27 28 29,14988  6204  9105  7204 12135 14678 13572 11266 11427,1716187201.7028651237
2  3 11 19 20 21 27 28 29,14743  5967  9073  6321 11507 11686 12631 11408 11041,1716187201.7458775043
2  3 11 19 20 21 27 28 29,14248  5793  8976  5984 11269 11515 12556 11146 10794,1716187201.7888362408
2  3 11 19 20 21 27 28 29,14159  5607  8965  5603 11176 11037 12406 11054 10666,1716187201.8319523335
2  3 11 19 20 21 27 28 29,14222  5188  8907  4991 10985 10701 12133 10657 10471,1716187201.8750760555
2  3 10 11 19 20 21 26 27 28 29 36,14510  4626 13890  8421  4830 10879 10719 13415 12372 10732 10454 14351,1716187201.9181571007
2  3 10 11 18 19 20 21 27 28 29 36,16337  4349 13473  7792 11763  4293  9975 10135  9687 10380  9804 12076,1716187203.8960673809
3 10 11 19 20 21 27 28 29,4358 13772  7711  4405 10203 10416 11898 10460 10122,1716187203.9390406609
3 11 19 20 21 27 28 29,5255  7821  4635 10436 10507 12695 10521 10411,1716187203.9819924831
3 11 19 20 21 27 28 29,5389  8839  4834 10732 10750 12743 10585 10721,1716187204.0248041153
3 11 19 20 21 27 28,5657  8868  5919 11422 11005 12369 10623,1716187204.0678997040
3 11 19 20 21 28,8118  8955  9647 12947 11286 10852,1716187204.1109855175
11 19 20 28,8879  9599 12747 11479,1716187204.1540055275
11 19 20 28,9171 12342 14507 12194,1716187204.1970152855
11,9303,1716187204.2399985790
11,9503,1716187204.2829396725
11,9807,1716187204.3259418011
11,13055,1716187204.3691627979
