TAX,ADC,TS
11,10212,1716179092.9702556133
11,9695,1716179093.0132853985
11 28,9967 12218,1716179093.0562431812
11 28,9603 11642,1716179093.0993196964
11 28,9463 11176,1716179093.1422400475
11 28,9167 10851,1716179093.1852693558
3 11 28,16249  9267 10789,1716179093.2282342911
3 11 28,6526  9520 11157,1716179093.2712178230
3 11 19 21 28 29,6527  9679 12486 14291 11602 11900,1716179093.3142445087
3 11 19 21 28 29,6315  9660 10625 12011 11521 11835,1716179093.3573012352
3 11 19 20 21 28 29,6043  9426  9975 15320 11433 11344 11364,1716179093.4002823830
3 11 19 20 21 28 29,5808  9358  9839 12923 11303 11223 11403,1716179093.4433507919
3 11 19 20 21 28 29,5657  9212  9727 11718 11148 11155 11187,1716179093.4862520695
3 11 19 20 21 28 29,5525  9100  9659 12022 10993 10941 10943,1716179093.5293028355
3 11 19 20 21 28 29 44,5329  8955  8687 11135 10697 10974 10872 13888,1716179093.5722491741
3 11 19 20 21 27 28 29 44,5275  9089  8203 11139 10497 13671 11074 10667 13171,1716179093.6152870655
3 11 19 20 21 27 28 29 44,5253  8986  7729 11042 10537 13008 11116 10873 12609,1716179093.6582467556
3 11 19 20 21 27 28 29 44 45,5130  8830  5946 11092 10258 12629 11109 10770 12445 13874,1716179093.7013175488
3 11 19 20 21 27 28 29 44 45,5089  8789  5520  8794 10073 12543 11107 10686 12487 11909,1716179093.7441172600
3 11 18 19 20 21 27 28 29 44 45,5147  8938 11540  5406  8808 10063 12469 11240  6907 12277 11642,1716179093.7872588634
3 11 18 19 20 21 27 28 29 44 45,4795  8903 10760  5002  8269  9903 12245 11082  6576  8409 11915,1716179093.8303215504
3 11 18 19 20 21 26 27 28 29 44 45,4590  8841 10647  4857  8050  9927 13185 12246 10988  6343  8275 12675,1716179093.8733017445
3 11 19 20 21 23 27 28 29 37 44,3951  8567  4257  7912  9655 13013 11529  9526  6054 13439 12644,1716179095.2492685318
3 11 19 20 21 23 27 28 29,4155  8669  4600  9775  9690 13098 12169 10535  6211,1716179095.2922914028
3 11 19 20 21 23 27 28 29,4290  8673  5346 10061  9848 13489 12487 10736  9596,1716179095.3352761269
3 11 19 20 21 23 27 28 29,4470  8746  5711 10135  9932 13703 12594 10754  9803,1716179095.3781983852
3 11 19 20 21 28 29,5117  8637  7716 10503 10035 10665 10214,1716179095.4212415218
3 11 19 20 21 28 29,5219  8773  9335 10769 10008 10721 10365,1716179095.4641950130
3 11 19 20 21 28 29,5557  8996  9598 11368 10314 10849 10602,1716179095.5072481632
3 11 19 20 21 28 29,5931  9301 10007 12544 10611 11137 10956,1716179095.5502502918
3 11 19 20 21 28 29,6039  9226 16261 13956 10525 10845 10919,1716179095.5931375027
11 21 28 29,9153 10863 10943 11911,1716179095.6362009048
11 21 28,9186 11095 11172,1716179095.6792023182
11 28,9277 11614,1716179095.7221560478
11,9432,1716179095.7651457787
11,9869,1716179095.8081648350
