TAX,ADC,TS
11 28,10655 12297,1716183498.6976387501
11 28,10251 11791,1716183498.7406225204
11 28,10091 11687,1716183498.7836313248
11 28,9667 11247,1716183498.8266391754
11 19 28,9981 11119 11560,1716183498.8696124554
11 19 20 28,9886 11227 16169 11324,1716183498.9126045704
2  3 11 19 20 28 29,16315 15907  9743 10286 15051 11239 14569,1716183498.9556634426
2  3 11 19 20 28 29,15281 12897  9710 10275 14776 11380 12437,1716183498.9986968040
2  3 11 19 20 28 29,15187 12516  9806  8684 14003 11598 12304,1716183499.0416140556
2  3 11 19 20 27 28 29,15048  8224  9792  8604 13810 13921 11439 11852,1716183499.0846929550
2  3 11 19 20 27 28 29,15095  6526  9629  8487 13146 13149 11286 11452,1716183499.1276333332
2  3 11 19 20 27 28 29,15042  6389  9458  7746 12841 12990 11109 11116,1716183499.1706895828
2  3 11 19 20 27 28 29 44,14778  6074  9410  6906 11931 12721 11192 10936 14788,1716183499.2137000561
2  3 11 19 20 21 27 28 29 44,14553  5882  9282  6479 11987 11985 12519 11184 10808 13375,1716183499.2566277981
2  3 11 19 20 21 26 27 28 29 44,14485  5749  9275  6345 11921 11454 14917 12415 11138 10854 13188,1716183499.2996423244
2  3 11 18 19 20 21 26 27 28 29 44,14600  5705  9289 12095  6055 11226 11207 13656 12346 11126 10804 12831,1716183499.3426947594
2  3 11 18 19 20 21 26 27 28 29 44,14381  5595  9249 11468  5779 10847 11214 11705 12435 11084 10764 12871,1716183499.3855700493
2  3 11 18 19 20 21 26 27 28 29 36,14053  4547  9033 11020  4900 10435 10357 11016 12923 10591 10215 15945,1716183501.3635096550
2  3 11 18 19 20 21 27 28 29,13993  5336  8954 10978  5096 10652 10388 12816 10566 10326,1716183501.4065148830
2  3 11 18 19 20 21 27 28 29,13957  5444  9058 13110  5497 11174 10615 12794 10499 10646,1716183501.4494941235
2  3 11 19 20 21 27 28 29,14167  5555  8992  5944 11816 10826 12912 10701 10802,1716183501.4923322201
2  3 11 19 20 21 27 28 29,14171  5773  9087  6594 11712 11102 12753 10755 11207,1716183501.5354781151
2  3 11 19 20 27 28 29,14583  6511  9317  7541 12450 12977 10865 11359,1716183501.5784902573
2  3 11 19 20 27 28 29,14668  8292  9327 10029 12984 13104 10930 11757,1716183501.6214370728
2  3 11 19 20 28,14649 13573  9238  9871 13887 10882,1716183501.6642804146
11 19 20 28,9209 10013 14638 11194,1716183501.7073652744
11 28,9760 11794,1716183501.7503881454
11 28,9855 11919,1716183501.7933766842
11,9867,1716183501.8362636566
11,9820,1716183501.8793616295
