TAX,ADC,TS
11 28,9324 11949,1716190803.4890816212
11 28,9310 12005,1716190803.5320310593
11 28,9265 11917,1716190803.5748863220
11 28,9107 11804,1716190803.6180937290
11 28,8771 11629,1716190803.6610732079
3 11 19 28,15135  8925 11481 11707,1716190803.7040719986
3 11 19 21 28 29,12761  9244 10310 11850 11947 12457,1716190803.7471456528
3 11 19 21 28 29,10261  9269 10179 11604 11790 11832,1716190803.7900233269
3 11 19 21 28 29,8010  9334 10043 11518 11627 11566,1716190803.8330719471
3 10 11 19 20 21 28 29,5977 12934  9243  7861 15145 11291 11380 11179,1716190803.8761041164
3 10 11 19 20 21 28 29,5778 13252  9166  7500 15104 11157 11178 11213,1716190803.9190993309
3 10 11 19 20 21 27 28 29,5691 11454  9099  6487 14224 11128 13348 11244 11174,1716190803.9620778561
3 10 11 19 20 21 27 28 29 44,5196 10936  9001  5837 13454 10899 12979 11197 10879 13317,1716190804.0051236153
3 10 11 18 19 20 21 27 28 29 44,5128 10418  9049 12083  5652 12830 10970 13040 11332 10663 13061,1716190804.0481889248
3 10 11 18 19 20 21 27 28 29 44,5109  9481  9015 11360  5391 12482 10903 12730 11211 10756 12804,1716190804.0907888412
3 10 11 18 19 20 21 26 27 28 29 44,4430  8985  9050 11036  5148 12137 10528 13832 12600 11373  8415 12839,1716190804.1340358257
3 10 11 18 19 20 21 26 27 28 29 44,4117  8375  9022  9586  4988 11811 10388  9720 11093 11217  8261 12635,1716190804.1770999432
3 10 11 18 19 20 21 26 27 28 29 44,4063  7998  9001  9426  4829 11751 10312  9395 10456 11040  8141 12098,1716190804.2203226089
3 10 11 18 19 20 21 27 28 29 35,3856  7707  8670 10644  4474 11045 10120 10225 10593  8399 13353,1716190806.1568822861
3 10 11 18 19 20 21 27 28 29,4107  8874  8766 11029  4733 11576 10255 10263 10642 10141,1716190806.1999969482
3 10 11 18 19 20 21 27 28 29,4190  9375  8794 11278  4955 11906 10340 12494 10842 10441,1716190806.2430477142
3 10 11 19 20 21 28 29,5080 10421  8835  5496 13480 10601 11283 10684,1716190806.2859959602
3 10 11 19 20 21 28 29,5184 11926  8895  6531 13576 10765 11471 10750,1716190806.3289313316
3 10 11 19 20 21 28 29,7259 14250  8985  9739 15287 11046 11576 11351,1716190806.3720636368
3 11 19 21 28 29,7294  8841  9510 11090 11616 11634,1716190806.4149832726
3 11 19 21 28 29,11230  8966  9969 11430 11875 11873,1716190806.4579558372
11 21 28,8911 11155 11290,1716190806.5007789135
11 21 28,9142 11295 11304,1716190806.5439629555
11 21 28,9268 11403 11374,1716190806.5869019032
11 28,9573 11914,1716190806.6299991608
