TAX,ADC,TS
28,12190,1716178324.1341500282
28,12131,1716178324.1771097183
28,12147,1716178324.2202055454
28,12085,1716178324.2631597519
28,11990,1716178324.3061754704
11 28,11830 12402,1716178324.3491611481
11 28,11141 12220,1716178324.3921618462
11 28,10792 12108,1716178324.4351904392
11 19 28,10876 11909 12232,1716178324.4782192707
11 19 27 28,10954 11013 14847 12238,1716178324.5211708546
11 19 27 28,10778 10672 13471 11899,1716178324.5642094612
11 19 27 28,10404 10335 13058 11629,1716178324.6071639061
11 19 27 28,10215 10173 12964 11437,1716178324.6501395702
11 19 27 28,9906  9925 12753 11367,1716178324.6931791306
11 19 27 28,9578  9710 12521 11163,1716178324.7362167835
11 19 27 28,9426  9624 12343 11263,1716178324.7791690826
11 19 27 28,9404  9775 12298 11327,1716178324.8221297264
11 19 20 27 28 29,9340  9912 15884 12268 11400 12038,1716178324.8651595116
11 19 20 27 28 29,9262  9739 14070 12279 11291 11944,1716178324.9082477093
11 19 20 27 28 29 42,9189  9272 13554 12215 11247 11738 13195,1716178324.9512243271
11 19 20 26 27 28 29 42,9348  7379 13449 14761 12400 11205 11483 13189,1716178324.9941985607
11 19 20 26 27 28 29 34 42 44 45,9393  6818 13246 12950 12636 11292 11357 13406 13055 15800 12189,1716178325.0371460915
11 19 20 26 27 28 29 34 42 44 45,9334  6281 13201 13022 12632 11112 11315 12699 12709 14563 11841,1716178325.0802395344
3 11 19 20 26 27 28 29 34 42 44 45,8913  9371  5930 12713 11763 12595 11194 11187 12053 12906 13666 11799,1716178325.1231534481
3 11 19 20 26 27 28 29 34 42 44 45,8389  9479  5763 12391 11546 12702 11242 11264 11967 12275 14181 11500,1716178325.1662464142
3 11 19 20 26 27 28 29 34 42 44 45,8101  9286  5321 12237 11230 12767 10043 11089 11728 11607 13471 11431,1716178325.2092628479
3 11 19 20 21 26 27 28 29 34 42 44,7733  8993  4871 11778 11108  9119 12459 10633 10564 12351 12921 13757,1716178327.3162331581
3 11 19 20 21 26 27 28 29 34 44,8015  9050  5151 11781 15684  9233 12533 10478 10513 12290 14540,1716178327.3591990471
3 11 19 20 26 27 28 29 34 44,9316  9087  5297 12067 11341 12560 10387 10581 13965 15731,1716178327.4020128250
3 11 19 20 27 28 29 44,9635  9046  5625 12600 12483 10384 11099 16069,1716178327.4448900223
11 19 20 27 28 29,8927  6554 13006 12337 10668 11047,1716178327.4879355431
11 19 20 27 28 29,9078  8881 13557 12306 10715 11575,1716178327.5309078693
11 19 27 28 29,9082  9594 12279 10654 12831,1716178327.5739409924
11 19 27 28,9277  9519 12404 10759,1716178327.6169190407
11 19 27 28,9465  9626 12658 10808,1716178327.6598906517
11 19 27 28,9862 10049 13018 11222,1716178327.7029089928
11 19 28,10067 10211 11288,1716178327.7459113598
11 19 28,10010 10427 11486,1716178327.7888975143
11 19 28,9807 10871 11663,1716178327.8319022655
11 28,9914 11698,1716178327.8749086857
28,11832,1716178327.9178709984
