TAX,ADC,TS
11 28,11071 13066,1716184927.3254978657
11 28,10004 11490,1716184927.3683416843
11 28,9641 11330,1716184927.4114844799
11 28,9194 10973,1716184927.4545698166
11 19 28,9325 13367 11137,1716184927.4973454475
11 19 28,9124 11798 11002,1716184927.5404253006
11 19 28,8979  9790 11032,1716184927.5835638046
11 19 28,8919  9799 10889,1716184927.6265621185
11 19 20 28 29,8956  9875 13884 10988 14479,1716184927.6694633961
11 19 20 28 29 44,8934  9446 13266 11003 11893 13445,1716184927.7123358250
3 11 19 20 28 29 44,8473  9166  7987 12523 11008 11861 13203,1716184927.7555634975
3 11 18 19 20 27 28 29 44,6412  9137 11334  6861 12115 14661 10837 11181 13003,1716184927.7985801697
2  3 11 18 19 20 21 27 28 29 44,14906  6072  9137 11174  6389 11888 12044 13062 10950 11179 12718,1716184927.8414857388
2  3 11 18 19 20 21 27 28 29 44,14748  5849  9039 10897  6003 11475 11180 12744 10886 10744 12239,1716184927.8843894005
2  3 11 18 19 20 21 27 28 29 44,14714  5697  8963 10671  5357 11413 11019 12579 10805 10928  8490,1716184927.9275660515
2  3 11 18 19 20 21 26 27 28 29 44,14747  5590  9003  8412  5086 11091 10895 11409 12627 10847 10780  7644,1716184927.9704828262
3 11 18 19 20 21 27 28 29 44,5051  8588  7845  4394 10240 10461 12479  9570 10342 12820,1716184930.1205756664
3 11 18 19 20 21 27 28 29,5263  8617  9074  4674 10524 10815 12380 10687 10556,1716184930.1634621620
3 11 18 19 20 21 27 28 29,5469  8730 10893  5004 10781 11009 12380 10621 10892,1716184930.2064373493
3 11 19 20 27 28 29,7754  8699  5962 11394 12853 10524 10844,1716184930.2494425774
3 11 19 20 28 29,7864  8674  8527 12352 10390 11401,1716184930.2924375534
11 19 20 28,8786  9494 13995 10420,1716184930.3354213238
11 19 28,8853  9552 10518,1716184930.3783862591
11 19 28,8794 13496 10309,1716184930.4214026928
11 28,8947 10914,1716184930.4643771648
11,8839,1716184930.5073728561
