TAX,ADC,TS
44,15723,1716192797.3349957466
44,14809,1716192797.3779435158
44,14245,1716192797.4210731983
44,14095,1716192797.4641282558
44,13011,1716192797.5070657730
44,12814,1716192797.5499980450
44,12530,1716192797.5930178165
44 45,12909 12502,1716192797.6359148026
44 45,12575 12257,1716192797.6790373325
44 45,13688 11735,1716192797.7220289707
45,7929,1716192797.7650232315
45,7604,1716192797.8079369068
42 44 45,15597 14773  6987,1716192797.8509719372
42 44 45 53,11411 13347  7757 15975,1716192797.8940706253
11 42 44 45 53,13340 11253 13170  7948 14616,1716192797.9370427132
11 42 44 45 53,10993 10163 12888  7574 12039,1716192797.9800503254
11 42 44 45 53,9995  8485 12565  7223 11620,1716192798.0229241848
11 42 44 45 53,9395  7587 12445  6998 11378,1716192798.0659799576
11 42 44 45 53 54,9205  7192 12383  7030 11301 12675,1716192798.1090502739
11 42 44 45 53 54,9144  6228 12522  6985 10748 12048,1716192798.1520650387
11 42 44 45 53 54,9131  4989 12315  6803  8091 11600,1716192798.1950335503
11 42 44 45 53 54,8794  4666 12436  7015  7886  9603,1716192798.2379891872
11 18 28 36 42 44 45 53 54,8761 14806 11674 14853  4246 12261  6812  7169  9345,1716192798.2810804844
11 18 19 28 36 42 44 45 53 54,8761 13692 13701 11428 14486  3853 11817  6761  6417  9107,1716192798.3240478039
11 18 19 28 36 42 44 45 53 54,6275 12952 12351 11164 14015  3828  9982  6847  6532  9231,1716192798.3670134544
11 18 19 28 36 42 44 45 52 53 54 55,5523  8827 12176 11111 10907  3574  7650  6438 16078  6668  9423 10787,1716192798.4100248814
11 18 19 20 28 36 42 44 45 53 54,6171  7553  9885 13835 10892  9792  5434 10103  6639  7757 11953,1716192800.5169217587
11 18 19 28 36 42 44 45 53 54,7578 10355 10131 10801 10253  6226 12125  6876  9153 12276,1716192800.5600903034
11 18 19 28 36 42 44 45 53,7902 12972 10397 11275 13594  7280 12453  6850 10789,1716192800.6030890942
11 19 36 42 44 45 53,8143 14361 13909  7474 12283  7642 10647,1716192800.6460649967
11 42 44 45 53,8842  8255 12502  7656 10919,1716192800.6889860630
11 42 44 45,8944  8426 12845  7609,1716192800.7319986820
11 42 44 45,9119 11848 12901  7771,1716192800.7750182152
11 44 45 53,9717 12732 11105 14007,1716192800.8179898262
11 45,10218 11612,1716192800.8610162735
11,10630,1716192800.9039256573
11 28,11030 11671,1716192800.9470071793
3 11 44,16021  9476 13388,1716192800.9900331497
28 44,10995 13431,1716192801.0329797268
44,13725,1716192801.0760040283
11 28 42,14177 11722  9909,1716192801.1620683670
44,12815,1716192801.2049579620
44,12566,1716192801.2480297089
27 44,12611 14634,1716192801.2909860611
3 11 20 28 44,6589 10090 15339 11620 13247,1716192801.3340325356
11,13530,1716192801.3769841194
44,15335,1716192801.4630088806
