TAX,ADC,TS
11,8711,1716193610.7944018841
11,8722,1716193610.8373668194
11,8686,1716193610.8803949356
11,8658,1716193610.9234440327
11,8553,1716193610.9665007591
11 19,8735 11764,1716193611.0095164776
11 19,8678 10582,1716193611.0525114536
11 19,8601 10269,1716193611.0955216885
3 11 19,8071 8831 9940,1716193611.1385061741
3 11 19 21,6290  8590  9763 13667,1716193611.1814243793
3 11 19 21 29,6148  7151  8377 12643 11799,1716193611.2243824005
3 11 19 21 29,5961  6537  7996 11760 11439,1716193611.2673542500
3 11 19 21 29,5766  5899  7531 11637 11363,1716193611.3103938103
3 11 19 21 29 34 45,5695  5825  6661 11500 11335 12807 12763,1716193611.3534362316
3 11 19 21 29 34 45,5598  5357  6239 11358 11345 11902 12769,1716193611.3965182304
3 11 19 21 29 34 42 45,5527  4765  5947 11335 11151  9269 15891 13203,1716193611.4394571781
3 11 19 21 26 29 34 42 45,5508  4477  5839 11298 13471 11134  9247 12736 14023,1716193611.4823410511
3 11 19 21 26 29 34 42,5430  4333  5458 10949  9701 10409  9407 10965,1716193611.5253412724
3 11 19 21 26 29 34 42 45,5369  4179  5304 10870  9375  9822  9235 10773 15599,1716193611.5683786869
3 11 19 21 26 29 34 42 45,5365  4025  5226 10677  9429  8924  9365 10440 14795,1716193611.6113879681
3 11 19 21 26 29 34 42 45,4813  3903  5007 10764  9147  8333  9389  9391 12369,1716193611.6543738842
3 11 19 21 26 29 34 42 45,4390  3793  4718 10754  8968  8052  9256  8451 11793,1716193611.6973938942
3 11 19 21 26 29 34 37 42 45,4297  3624  4574 10576  8961  7858  8485 16322  7639 11211,1716193611.7405209541
3 11 19 21 26 29 34 37 42 45 46,4091  3473  4490 10536  9051  7839  8515 13341  7398 11264 12287,1716193611.7835988998
3 11 19 21 26 27 29 34 35 37 42 45,3259  2803  3619  8450  5925  7016  5734  7675 12681 13111  5596  7679,1716193614.1913249493
3 11 19 21 26 27 29 34 35 37 42 45,3506  2954  3737  9925  6884  7361  7164  7887 13141 12971  6291  9582,1716193614.2343533039
3 11 19 21 26 27 29 34 35 37 42 45,3673  3166  3942 10015  7231  8666  7300  8010 13158 13247  5978  9571,1716193614.2773299217
3 11 19 21 26 27 29 34 35 42 45,3979  3414  4234 10131  7465 10151  7421  8229 13538  6877  9967,1716193614.3203294277
3 11 19 21 26 27 29 34 35 42 45 54,4168  3723  4611 10273  8843  8769  7725  8409 15299  9524  8557 13534,1716193614.3633358479
3 11 19 21 26 27 29 34 42 45 54,5336  4975  5795 10364  9183  8772  8571 10144  9078  7302 12447,1716193614.4063637257
3 11 19 21 26 27 29 34 42 45 54,5383  5975  6091 10427  9141 12100 10863 10171  9516  7429 12305,1716193614.4493355751
3 11 19 21 26 27 29 34 42 45 54,5636  6315  6579 10673  9339 11409 11165 13107 10005  8300 12815,1716193614.4922924042
3 11 19 21 26 27 29 42 45,7493  7825  7007 10830  9471 10356 11527 11547 11458,1716193614.5354840755
3 11 19 21 26 27 29 42 45,13555  7543  7484 11008 10239 12335 11391 11633 10971,1716193614.5784952641
3 11 19 21 26 27 29 42 45,14187  7499  7753 11247 14438 12473 11485 11150 10831,1716193614.6215291023
11 19 21 27 29 42 45,7342  8302 11231 12294 11443 13141 11169,1716193614.6646311283
11 19 21 27 29 45,7461  8443 11607 12516 11796 15445,1716193614.7074997425
11 19 27 45,8809  9601 12675 10514,1716193614.7504742146
11 19 27,9053  9902 12736,1716193614.7934563160
11 19 21 27,9143 10249 15426 12611,1716193614.8364727497
11 21 27,9275 13047 12872,1716193614.8794338703
11,9374,1716193614.9224634171
11,9621,1716193614.9654650688
11,9904,1716193615.0083687305
11,10544,1716193615.0514602661
28,15484,1716193615.1374647617
28 44,12021 15502,1716193615.1805353165
28 44,13625 15847,1716193615.2444756031
