TAX,ADC,TS
11,8865,1716186545.6714510918
11,8862,1716186545.7144243717
11 19 28,9620 12266 12237,1716186545.7573719025
11 19 28,9293 10489 11781,1716186545.8004851341
11 19 20 28,9161  9908 15640 11517,1716186545.8434431553
11 19 20 28,8845  9731 14438 11373,1716186545.8864068985
11 19 20 28,8875  9689 13993 11350,1716186545.9294536114
11 19 20 28,8895  7812 13537 11169,1716186545.9723291397
3 11 19 20 28,9378  8835  7649 12178 10916,1716186546.0154688358
2  3 11 19 20 28 29,16354  8050  8941  7468 11982 10965 11839,1716186546.0584442616
3 11 19 20 28 29,7859  8882  6967 11577 10945 11757,1716186546.1014719009
3 11 19 20 27 28 29,5797  8905  6462 11601 12709 11084 11737,1716186546.1444187164
3 11 19 20 27 28 29 44,5640  8805  6120 11144 12576 11072 11545 13542,1716186546.1874861717
3 11 19 20 27 28 29 44,5435  8721  5697 10869 12382 11047 11308 13205,1716186546.2304909229
3 11 18 19 20 27 28 29 36 44,5375  8879 11174  5256 10751 12410 11206 11075 14707 12843,1716186546.2733755112
3 11 18 19 20 27 28 29 36 44,5307  8762 10851  4856 10677 12272 11295 10799 13451 12783,1716186546.3162703514
3 11 18 19 20 21 26 27 28 29 36 44,5221  8911 10862  4833 10599 14909 15947 12245 11218 10757 13293 12927,1716186546.3594870567
3 11 18 19 20 21 26 27 28 29 36 44,5129  8794 10724  4761 10537 12105 11010 11157 11266 10847 13115 12511,1716186546.4024491310
3 11 18 19 20 21 26 27 28 29 36 44,5025  8735  8009  4494 10242 11447 10908 11011 11002 10603 12440 12997,1716186546.4455416203
2  3 11 18 19 20 21 27 28 29 36 44,15857  4793  8497  7677  4039  9477 10490  8493 10622 10369  8857 12682,1716186548.5092480183
3 11 18 19 20 21 27 28 29 36 44,4886  8524  7897  4173  9730 10665  8580 10588 10531 10774 13161,1716186548.5523014069
2  3 11 18 19 20 21 27 28 29 36,15555  5059  8552 10607  4388 10112 11032 12492 10770 10960 10569,1716186548.5953209400
2  3 11 18 19 20 27 28 29 36,15535  5217  8695 10890  4732 10283 12515 10707 11121 13489,1716186548.6383450031
3 11 19 20 27 28 29 36,5334  8647  4939 10602 12597 10828 11293 13573,1716186548.6812760830
3 11 19 20 27 28 29,7523  8701  5279 10860 12644 11004 11772,1716186548.7241747379
11 19 20 28,8683  6403 11503 10940,1716186548.7674605846
11 19 20 28 36,8751  7551 12066 11226 13831,1716186548.8104832172
11 19 20 28,9172  9725 14067 11359,1716186548.8534541130
11 19,9120 9608,1716186548.8964393139
11 19,9255 10406,1716186548.9394950867
11,9276,1716186548.9824173450
11 19,10331 11663,1716186549.0254778862
11,9719,1716186549.0683264732
11,9825,1716186549.1114993095
