TAX,ADC,TS
11,9751,1716184922.0237798691
11,9743,1716184922.0667958260
11,9148,1716184922.1097958088
11 28,9740 11757,1716184922.1528389454
11 28,9150 11132,1716184922.1957838535
2 11 28,14041  9063 10854,1716184922.2387742996
2 11 28,12510  9000 10748,1716184922.2818062305
2 11 28,13830  8875 10705,1716184922.3248624802
2 11 19 20 28,11929  9120 12457 14446 10968,1716184922.3677942753
2  3 11 19 20 28 29,11758  7402  9536 10955 13489 11266 12447,1716184922.4107818604
2  3 11 19 20 28 29,11315  6750  9408 10535 13428 11174 11889,1716184922.4538080692
2  3 11 19 20 28 29,10993  6302  9112 10210 12472 11107 11292,1716184922.4967854023
2  3 11 19 20 28 29,10787  6214  9092 10073 12362 11181 10982,1716184922.5398371220
2  3 11 19 20 28 29,10728  6038  8956  9883 12123 11021 10667,1716184922.5828211308
2  3 11 19 20 21 28 29,10689  5954  9015  9624 11834 11694 11164 10727,1716184922.6257865429
2  3 11 19 20 21 28 29 44,10529  5899  8807  9544 11664 11552 11199 10861 13629,1716184922.6687541008
2  3 11 19 20 21 27 28 29 36 44,10622  5887  8011  6771 11610 11408 12904 11411 10873 13963 13093,1716184922.7118029594
2  3  4 11 18 19 20 21 27 28 29 36,13296  4529  9759  7645 11396  5053 10159 10472 12450 10480 10247 12706,1716184925.0337467194
2  3  4 11 19 20 21 27 28 29 36,12195  4654  9505  7629  5433 10382 10603 12440 10530 10274 13187,1716184925.0768270493
2  3 11 19 20 21 27 28 29,10575  5389  7724  6156 10638 10724 12521 10619 10299,1716184925.1197366714
2  3 11 19 20 21 27 28 29,10448  5625  7778  9249 10972 10926 13433 10611 10605,1716184925.1627163887
2  3 11 19 20 21 28 29,10540  5877  8029  9894 11391 11215 10817 11318,1716184925.2056477070
2  3 11 19 20 21 28,10715  6085  8074  9955 12296 11127 10801,1716184925.2485444546
2  3 11 19 20 28,10807  8395  9180 10388 12286 10989,1716184925.2917056084
11 20 28,8651 15620 10795,1716184925.3346896172
11 28,8759 10951,1716184925.3776926994
11 28,9144 11903,1716184925.4204683304
11,9586,1716184925.4635646343
11,10286,1716184925.5065367222
11,10210,1716184925.5495743752
