TAX,ADC,TS
11 28,9882 11491,1716191261.2694833279
11 28,9768 11480,1716191261.3124313354
11 28,9768 11469,1716191261.3554129601
11 28,9534 11235,1716191261.3985977173
11 28,9321 11131,1716191261.4415817261
11 28,9078 10866,1716191261.4844741821
11 19 28,9280 13085 11010,1716191261.5274913311
11 19 20 28 29,9179 10395 15368 11194 12961,1716191261.5705373287
11 19 20 28 29,8925  9843 13782 11131 11761,1716191261.6135842800
3 11 19 20 28 29,14116  8928  9734 14051 11026 11281,1716191261.6564581394
3 11 19 20 28 29,8540  8898  7774 13358 10920 10739,1716191261.6994717121
3 11 19 20 21 28 29 44,8034  8845  7694 12371 13957 11130 10759 13718,1716191261.7424385548
3 11 19 20 21 27 28 29 44,5875  8878  7356 11965 11666 13263 11151 10833 13225,1716191261.7855069637
3 11 19 20 21 27 28 29 44,5720  8864  6701 11707 11207 12422 11094 10797 13019,1716191261.8284597397
3 11 18 19 20 21 26 27 28 29 44,5653  9058 11227  6575 11419 10998  9946 12527 11028 10755 12693,1716191261.8715009689
3 11 18 19 20 21 26 27 28 29 44,5321  8990 10988  6049 10779 10729  9294 12411 10930 10466 12587,1716191261.9144613743
3 11 18 19 20 21 26 27 28 29 44,5167  8916 10585  5327 10602 10637  9045 12361 10737 10360 12473,1716191261.9575228691
3 11 18 19 20 21 26 27 28 29 44,4175  7797  8124  4595 10089 10051  8994 11558 10375  9874 13253,1716191263.9785795212
3 11 18 19 20 21 27 28 29,4333  8646 10854  4809 10297 10354 11519 10306 10075,1716191264.0214684010
3 11 18 19 20 21 27 28 29,5248  8681 11057  5658 10586 10519 11558 10425 10227,1716191264.0645577908
3 11 19 20 21 27 28 29,5335  8719  6203 11144 10796 11484 10525 10612,1716191264.1075224876
3 11 19 20 21 27 28 29,7395  8746  7526 11757 11207 12526 10607 10956,1716191264.1506249905
3 11 19 20 28 29,8813  8754  9464 12552 10556 10952,1716191264.1935632229
11 19 20 28 29,8702  9517 12680 10851 11510,1716191264.2365810871
11 19 28,8760  9832 10930,1716191264.2795968056
11 19 28,9138 10021 10917,1716191264.3226139545
11 19 28,9438 10147 11338,1716191264.3655469418
11 19 28,9403 10115 11628,1716191264.4086503983
11 28,9248 11405,1716191264.4515755177
11 28,9912 11590,1716191264.4946696758
11 19 28,10145 11186 12127,1716191264.5374996662
11 28,9898 12189,1716191264.5803437233
