TAX,ADC,TS
28,10739,1716194237.9991168976
28,10550,1716194238.0420722961
28,10490,1716194238.0850751400
28,10426,1716194238.1281495094
28,10477,1716194238.1711776257
11 28,13079 10740,1716194238.2141234875
11 28,9665 10714,1716194238.2571387291
11 28,9742 10677,1716194238.3001303673
11 28,9540 10532,1716194238.3430879116
11 28 42,9297 10539 12599,1716194238.3861629963
11 28 42,9435 10531 12589,1716194238.4291517735
11 28 42 45,9291 10423 12463  8770,1716194238.4721293449
11 28 42 45,9447 10620 12365  8102,1716194238.5150840282
11 20 28 42 45,9433 15662 10606 12205  8035,1716194238.5580258369
11 20 28 42 45,9315 15330 10535 12031  7960,1716194238.6011419296
11 20 28 42 45,9275 15310 10503 12030  7925,1716194238.6441371441
11 20 28 42 45,9186 14943 10427 11959  7713,1716194238.6871082783
11 20 28 42 45,9077 14857 10398 11696  7629,1716194238.7301301956
11 20 28 42 45,9030 14637 10345 11717  7553,1716194238.7731299400
11 20 28 42 44 45,9001 14725 10298 11593 14575  7690,1716194238.8161427975
11 20 28 42 44 45,8927 14604 10399 11687 13065  7690,1716194238.8591108322
11 20 28 42 44 45,8910 13817 10308 11971 13136  7695,1716194238.9020819664
11 20 27 28 42 44 45 53,8887 13682 13669 10398 11569 12750  7799 15385,1716194238.9452958107
11 20 27 28 42 44 45 53,8980 13603 12875 10438 10981 12732  7734 13586,1716194238.9881932735
11 19 20 27 28 42 44 45 53,8901 12902 13644 12896 10425 11284 12658  7829 12922,1716194239.0310628414
11 19 20 27 28 42 44 45 53,8885 10399 13756 12699 10463 11049 12541  7763 13239,1716194239.0741472244
11 19 20 27 28 42 44 45 53,8791  9827 13406 12588 10434 11138 12451  7637 13981,1716194239.1171219349
11 19 20 27 28 42 44 45 53,8712  9692 12527 12510 10363 11009 12533  7644 12954,1716194239.1601185799
3 11 19 20 27 28 42 44 45 53,13601  8745  9737 13117 12500 10374 11024 12534  7569 12651,1716194239.2031068802
3 11 19 20 26 27 28 42 44 45 53,12505  8944  9765 12363 15453 12493 10351 11168 12344  7709 10804,1716194239.2461588383
3 11 19 20 26 27 28 29 42 44 45 53,13240  8873  9782 12318 14974 12580 10675 12940 11115 12189  7706 13210,1716194239.2891469002
3 11 19 20 26 27 28 29 42 44 45 53,13199  8854  9787 12046 14016 12415 10571 11781 11332 12221  7847 10400,1716194239.3321175575
3 11 19 20 26 27 28 29 42 44 45 53,8821  8905  9766 12055 13700 12396 10552 11629 11527 12185  7727 10035,1716194239.3750817776
3 11 19 20 26 27 28 29 42 44 45 53,6487  8865  9743 12194 13330 12346 10575 11470 11154 12395  7637 10035,1716194239.4181487560
3 11 19 20 21 26 27 28 42 44 45 53,7051  8708  8035 12123 12504 13276 12280 10254  9577 12276  7559 10039,1716194242.5570082664
3 11 19 20 26 27 28 42 44 45 53,7212  8780  8550 12301 14665 12252 10118  9599 12339  7555 12721,1716194242.6001002789
3 11 19 20 27 28 42 44 45,7644  8636  8721 12586 12149 10117  9572 12278  7234,1716194242.6430382729
3 11 19 20 27 28 42 44 45,12731  8584  9513 12765 12292 10127 10073 12761  7501,1716194242.6860439777
3 11 19 20 27 28 42 44 45,13386  8606  9643 13165 12421 10205 10373 12940  7565,1716194242.7290494442
3 11 19 20 27 28 42 44 45,13504  8645  9732 13113 12432 10339 10463 12686  7677,1716194242.7721524239
3 11 19 20 27 28 42 44 45,13257  8694  9689 13433 12227 10165 10798 13049  7704,1716194242.8150465488
11 19 20 27 28 42 44 45,8733  9832 13903 12364 10415 10979 14319  7823,1716194242.8580594063
11 19 20 27 28 42 44 45,8725 10368 14661 12414 10442 10969 15917  7753,1716194242.9010658264
11 20 27 28 42 45,8691 14578 12307 10425 11244  7619,1716194242.9441177845
11 20 27 28 42 45,8705 14982 12362 10252 11389  7779,1716194242.9871242046
11 27 28 42 45,8812 13833 10202 12314  9736,1716194243.0300111771
11 28 42 45,8775 10337 12831  9919,1716194243.0730624199
11 28 42,8791 10298 15307,1716194243.1160845757
11 28,8801 10219,1716194243.1590318680
11 28,8857 10286,1716194243.2019803524
11 28,8926 10283,1716194243.2451102734
11 28,8957 10199,1716194243.2880597115
11 28,9274 10379,1716194243.3310585022
11 28,9623 10564,1716194243.3740482330
11 28,10952 11019,1716194243.4169578552
28,10806,1716194243.4600503445
28,10843,1716194243.5030274391
28,10907,1716194243.5460269451
