TAX,ADC,TS
11,12645,1716183518.0859601498
11,10296,1716183518.1287331581
11 28,10345 14323,1716183518.1718094349
11 28,9927 11664,1716183518.2148442268
11 28,9795 11307,1716183518.2578389645
11 19 28,9494 11797 11366,1716183518.3006434441
11 19 28,9409 10339 11125,1716183518.3438377380
11 19 20 28,9219 10118 14315 11089,1716183518.3868157864
3 11 19 20 28,13769  9355  9999 14255 11176,1716183518.4298052788
3 11 19 20 28,13645  9345  9994 13721 11166,1716183518.4726371765
3 11 19 20 28 29 44,12532  9241  8084 13131 11166 12062 13407,1716183518.5158135891
3 11 19 20 27 28 29 44,8000  9252  8150 13032 13001 11329 11835 13205,1716183518.5588266850
2  3 11 19 20 27 28 29 44,16382  7881  9162  8068 12729 12930 11299 11428 13119,1716183518.6017293930
3 11 19 20 21 26 27 28 29 44,7785  9159  7349 12297 11654 13757 12797 11220 11262 12887,1716183518.6445765495
2  3 11 19 20 21 26 27 28 29 44,16330  7579  9151  7039 12027 11342 11124 12573 11201 11142 12981,1716183518.6877951622
2  3 11 19 20 21 26 27 28 29 44,16154  6652  9034  6523 11651 11119  9117 12511 11125 10693 12697,1716183518.7307810783
2  3 11 18 19 20 21 26 27 28 29 44,16166  6687  9027 11603  6408 11445 11124  9118 12472 11070 10619 12538,1716183518.7737870216
2  3 11 19 20 21 26 27 28 29 36,14856  5201  8714  5086 10732 10675 10756 12883 10610 10791 16163,1716183520.8804395199
2  3 11 19 20 21 27 28 29,14700  5630  8749  6146 11302 10839 12557 10570 10938,1716183520.9235057831
2  3 11 19 20 21 27 28 29,14707  5911  8885  6924 12161 11113 12568 10650 11388,1716183520.9665818214
2  3 11 19 20 27 28 29,15115  8191  8903  7994 12602 12638 10734 11845,1716183521.0094952583
2  3 11 19 20 27 28,14925 11197  9033  8197 12988 13027 10749,1716183521.0525157452
2 11 19 20 28,15868  8933  9820 14342 10897,1716183521.0955400467
11 19 28,8996  9866 11019,1716183521.1385200024
11 28,9186 11471,1716183521.1814775467
11,9316,1716183521.2244369984
11,10726,1716183521.2674562931
