TAX,ADC,TS
11,9779,1716184937.4091997147
11 28,9483 11567,1716184937.4522325993
11 19 28,9466 10796 11550,1716184937.4952156544
11 19 28,9389 10173 11439,1716184937.5382053852
11 19 20 28 29,9218 10196 14312 11568 12315,1716184937.5811853409
11 19 20 28 29,9107 10055 13345 11457 11533,1716184937.6242601871
11 19 20 28 29,8958  9679 12227 11182 10962,1716184937.6671183109
11 19 20 28 29,8837  7935 11797 11135 10616,1716184937.7100503445
3 11 19 20 27 28 29,8999  8959  7197 11514 12730 11315 10740,1716184937.7530512810
3 11 19 20 21 27 28 29 44,8088  8947  6193 11304 11426 12554 11303 10704 13529,1716184937.7961630821
3 11 19 20 21 27 28 29 44,5914  8959  5883 11206 11105 12589 11403 10717 13031,1716184937.8391122818
3 11 19 20 21 27 28 29 44,5816  8868  5574 11014 11044 12451 11350 10821 12587,1716184937.8820765018
3 11 18 19 20 21 27 28 29 44,5565  8788 11166  5215 10559 10783 12392 10284 10666  9335,1716184937.9250354767
3 11 18 19 20 21 26 27 28 29 44,5439  8756 10931  5001 10339 10639  9320 12306  9721 10369  8819,1716184937.9681718349
3 11 18 19 20 21 26 27 28 29 44,5303  8737 10776  4766 10161 10467  9038 12245  9096 10284  6380,1716184938.0111236572
3 11 18 19 20 21 26 27 28 29 36 44,5127  7672 10408  4467  9904 10331  8592 12739  9028  7573 14852  5339,1716184938.0541188717
3 11 18 19 20 21 26 27 28 29 44,5077  7604 10301  4279  9527 10082 13062 12279  8580 10264 12653,1716184939.9031631947
3 11 18 19 20 21 26 27 28 29 44,5064  7673 10526  4352  9834 10334 13291 12518  9175 10435 12913,1716184939.9461326599
3 11 18 19 20 21 27 28 29 44,5243  8638 10939  4771  9917 10374 12490 10433 10632 12763,1716184939.9891967773
3 11 19 20 21 27 28 29,5346  8598  4832 10130 10599 12682 10447 10604,1716184940.0325086117
3 11 19 20 21 27 28 29,7685  8695  5323 10617 10796 12386 10483 10564,1716184940.0749955177
3 11 19 20 21 27 28 29,9237  8805  5885 10828 11087 12890 10911 10798,1716184940.1181440353
11 19 20 28 29,8658  7193 10828 10988 10810,1716184940.1611199379
11 19 20 28 29,8693  9727 11635 11433 11685,1716184940.2041842937
11 19 20 28,8744  9616 12303 11341,1716184940.2470021248
11 19 20 28,8945  9882 16090 11346,1716184940.2900876999
11 28,8972 11391,1716184940.3330993652
11,9501,1716184940.3761212826
