TAX,ADC,TS
44,13683,1716177016.2493729591
44,13201,1716177016.2924354076
44,13804,1716177016.3353896141
28 42 44 45,11822 13128 14097 12871,1716177017.1084055901
28 42 44 45,12540 12562 13864 12320,1716177017.1514286995
28 42 44 45,12405 12564 13577 12160,1716177017.1944203377
28 42 44 45,12306 12333 13291 11828,1716177017.2374022007
28 42 44 45 53,12118 10857 13217 11882 14810,1716177017.2804601192
28 42 44 45 53,12190 11516 12899 11687 14808,1716177017.3234171867
28 42 45,11923 12383 11413,1716177017.3664362431
28 42 44 45,12056 12325 13656 11481,1716177017.4093887806
28 42 44 45 53,12052 11517 13485 11802 14576,1716177017.4524579048
28 42 44 45 53,11983 11212 13213 11773 14582,1716177017.4954550266
28 42 44 45 53,11947 10951 12955 11723 14538,1716177017.5384898186
11 28 42 44 45 53,13452 11917 10484 12885 11693 13427,1716177017.5814352036
11 28 42 44 45 53,12763 11834 10539 12796 11785 11587,1716177017.6245205402
11 28 42 44 45 53,11341 11876 11053 12579 11731 12271,1716177017.6674060822
11 28 42 44 45 53,10897 11801 11472 12666 11789 11879,1716177017.7103466988
11 28 42 44 45 53,10757 11723 11428 12553 11808 12304,1716177017.7534494400
11 28 42 44 45 53,10444 11669 11371 12545 11779 10994,1716177017.7963309288
11 28 42 44 45 53,10430 11647 11397 12379 11747 11305,1716177017.8394086361
11 19 28 42 44 45 53,10178 12821 11675 11383 12529 11703 11575,1716177017.8824563026
11 19 28 42 44 45 53 61,10197 10819 11784 11503 12657 12157 11766 11570,1716177017.9254307747
11 19 28 29 42 44 45 53 61,10174 10864 12066 12726 11483 12657  9652 11542  9190,1716177017.9683465958
11 19 28 29 42 44 45 53 61,10102 10463 11933 12235 11423 12559  9358 11654  8090,1716177018.0114345551
11 19 28 29 42 44 45 53 61,10014 10251 11797 12136 11481 12501  9383 11553  8123,1716177018.0544042587
11 19 27 28 29 42 44 45 53 61,10130 10322 14635 11890 12104 11404 12542  9271 11248  7739,1716177018.0974638462
11 19 26 27 28 29 42 44 45 53 61,9894 10249 15050 15222 11758 11933 11399 12698  9230 11255  7655,1716177018.1404471397
11 19 20 26 27 28 29 42 44 45 53 54,9215  8102 13639 14929 12459 11046 11486 11247 12077  8953  9230 16143,1716177021.0214946270
11 19 20 26 27 28 29 42 44 45 53 54,9129  9706 14117 14981 12368 11036 11491 11255 12228  9101  9446 16109,1716177021.0644502640
11 19 20 26 27 28 29 42 44 45 53,9165  9734 14786 15019 12624 11009 11549 11262 12342  8983  9405,1716177021.1074631214
11 19 20 26 27 28 29 42 44 45 53,9356  9781 15170 15067 12502 11039 11862 11301 12268  8982 10579,1716177021.1504774094
11 19 20 26 27 28 29 42 44 45 53,9329  9842 14755 15036 12704 11163 12195 11362 12608  9136 10684,1716177021.1935276985
11 19 26 27 28 29 42 44 45 53,9414  9942 15181 12783 11218 12202 11344 12458 11094 10828,1716177021.2363681793
11 19 27 28 42 44 45 53,9403  9936 12794 11102 11313 12431 11097 10667,1716177021.2795062065
11 19 27 28 42 44 45 53,9418  9979 12988 11032 11289 12523 11125 10775,1716177021.3224945068
11 19 27 28 42 44 45 53,9446  9977 13222 11146 11575 12635 11292 11007,1716177021.3654475212
11 19 27 28 42 44 45 53,9535 10110 13260 11130 11516 12558 11250 11038,1716177021.4083757401
11 19 27 28 42 44 45 53,9589 10155 13317 11253 11611 12796 11303 11046,1716177021.4514949322
11 19 27 28 42 44 45 53,9789 10155 14549 11341 11487 12742 11329 11063,1716177021.4943208694
11 19 28 42 44 45 53,9724 10084 11350 11512 12735 11292 11251,1716177021.5375146866
11 19 28 42 44 45 53,9824 10297 11383 11540 13265 11273 11306,1716177021.5804996490
11 19 28 42 44 45 53,9771 14194 11364 11323 13667 11283 11231,1716177021.6234607697
11 28 42 45 53,9583 11311 11517 11002 14796,1716177021.6663568020
11 28 42 45,9772 11486 11639 10976,1716177021.7094695568
11 28 42 45 53,9806 11535 11577 11262 15169,1716177021.7524409294
11 28 42 45 53,12419 11742 11495 11153 14871,1716177021.7954504490
28 42 45 53,11739 11506 11154 14703,1716177021.8384587765
28 42 45 53,11833 11681 11242 15209,1716177021.8814496994
28 42 45,11922 11969 11200,1716177021.9244623184
28 42 45,12003 12696 11719,1716177021.9674203396
28 42 45,12171 12653 11994,1716177022.0104725361
28 42 45,12216 12604 12115,1716177022.0534310341
28,12358,1716177022.0962910652
44,14462,1716177022.5694224834
44,13061,1716177022.6124086380
44,13767,1716177022.6554322243
44,13680,1716177022.6984417439
44,13677,1716177022.7413933277
44,13679,1716177022.7844696045
44,13878,1716177022.8370580673
