TAX,ADC,TS
11,10923,1716179338.9076881409
11 20,10038 15332,1716179338.9506864548
11 20 28,9671 13940 12415,1716179338.9936852455
11 20 28 29,9551 13980 12083 12198,1716179339.0366976261
11 20 21 28 29,9553 13951 13297 11678 12157,1716179339.0797049999
11 20 21 28 29,9301 13059 11858 11416 11841,1716179339.1226875782
11 20 21 28 29,9179 12888 11512 11253 11647,1716179339.1656587124
11 19 20 21 28 29,9198 10563 12562 11333 11301 11783,1716179339.2086637020
3 11 19 20 21 28 29,9632  9386 10264 12405 11093 11455 11467,1716179339.2517416477
3 11 19 20 21 28 29,7921  9219  9926 12055 10690 11339 11179,1716179339.2947027683
3 11 19 20 21 28 29,7619  9102  9647 12086 10684 11150 10863,1716179339.3376283646
3 11 19 20 21 27 28 29,7291  9091  8073 11743 10351 15753 11050 10789,1716179339.3806762695
3 11 19 20 21 27 28 29 44,7186  8981  7879 11394 10154 12710 10949 10699 13731,1716179339.4236855507
3 11 19 20 21 27 28 29 44,7044  8813  7653 10915  9921 12553 10683 10553 13863,1716179339.4666714668
3 11 19 20 21 27 28 29 44 45,6947  6091  7323 10862  9937 12507 10606 10353 13095 11605,1716179339.5096902847
3 11 19 20 21 27 28 29 44 45,6838  5307  6262 10506  9816 12177 10647 10410 12549 11398,1716179339.5526711941
3 11 19 20 21 27 28 29 44 45,5540  4600  5753 10189  9924 12162 10728 10220 12421 11528,1716179339.5956923962
3 11 19 20 21 26 27 28 29 44 45,5463  4378  5718  9989  9893 12918 12237 10791 10320  9447  9485,1716179339.6387002468
3 11 19 20 21 26 27 28 29 36 44 45,5407  4167  5146  9734  9814 12809 12088 10903 10245 15673  8197  8795,1716179339.6816999912
3 11 19 20 21 23 27 28 29 36 44 45,4270  4009  4180  7369  9475 13116 12191 10424  9089 13195 12210 11492,1716179340.8858890533
3 11 19 20 21 23 27 28 29 36 44,4991  4109  4467  7912  9500 12844 12404 10525  9155 13412 12899,1716179340.9288039207
3 11 19 20 21 23 27 28 29 36 44,5152  5289  4900  9369  9544 12855 12115 10506  9695 13732 13017,1716179340.9719023705
3 11 19 20 21 23 27 28 29 36,5242  6737  5559  9548  9552 13184 12332 10450  9956 14251,1716179341.0148732662
3 11 19 20 21 23 27 28 29,5379  8705  6771  9999  9703 13023 13059 10526 10124,1716179341.0579061508
3 11 19 20 21 23 28 29,5434  8705  7363 10193  9820 13343 10429 10268,1716179341.1009421349
3 11 19 20 21 23 28 29,5649  8783  9189 10810  9950 13591 10576 10389,1716179341.1436662674
3 11 19 20 21 28 29,5994  8777  9519 11217 10110 10468 10502,1716179341.1866581440
3 11 19 20 21 28 29,7603  8848  9809 11645 10133 10713 10702,1716179341.2296481133
11 20 21 28 29,8746 11727 10311 10955 10972,1716179341.2725949287
11 20 21 28 29,8840 11971 10470 10999 11279,1716179341.3156812191
11 20 21 28 29,9073 12369 10835 11474 11924,1716179341.3586406708
11 20 21 28,9524 13103 10997 11982,1716179341.4017279148
11,9107,1716179341.4447083473
11,10143,1716179341.4876077175
