TAX,ADC,TS
11 28,11171 12396,1716178746.6108736992
11 28,10339 12443,1716178746.6538100243
11 28 29,10383 12438 12697,1716178746.6969075203
11 28 29,10155 12329 12292,1716178746.7398416996
11 28 29,9764 12114 11884,1716178746.7829203606
11 28 29,9624 12128 11735,1716178746.8258900642
11 28 29,9565 11849 11717,1716178746.8688459396
11 28 29,9393 11683 11454,1716178746.9119658470
11 28 29,9166 11344 10995,1716178746.9549045563
11 28 29,9048 10980 11030,1716178746.9978754520
3 11 28 29,9260  9371 11105 10813,1716178747.0408513546
3 11 19 21 28 29,9263  9560 11670 13106 11377 10940,1716178747.0839326382
3 11 19 21 28 29,7441  9544 10932 11937 11554 11194,1716178747.1268625259
3 11 19 20 21 28 29 44,7048  9640 10475 15531 11558 11491 11106 15054,1716178747.1698677540
3 11 19 20 21 28 29 44,6758  9530 10446 14876 11452 11803 11157 13688,1716178747.2128801346
3 11 19 20 21 28 29 44,6519  9463 10340 13846 11105 11693 10908 13347,1716178747.2560722828
3 11 19 20 21 28 29 44,6294  9238 10109 12829 10716 11394 10829 13261,1716178747.2989580631
3 11 19 20 21 28 29 36 44,5399  9263 10028 12126 10571 11345 10717 15108 12955,1716178747.3418684006
3 11 19 20 21 28 29 36 44,5207  9183  9970 11975 10554 11391 10706 13185 13101,1716178747.3850560188
3 11 19 20 21 28 29 36 44,5327  9149  9903 11900 10436 11451 10611 12922 12645,1716178747.4280419350
3 11 19 20 21 28 29 36 44 45,5004  9063  9796 11707 10361 11522 10569 12131 12683 14680,1716178747.4710283279
3 11 18 19 20 21 27 28 29 36 44 45,5100  9152 13282  9919 11334 10182 13440 11622 10669 11837 12585 13036,1716178747.5140218735
3 11 18 19 20 21 27 28 29 36 44 45,4962  9097 12085  9801 11130 10242 13066 11628 10283 11586 12357 11969,1716178747.5570638180
3 11 18 19 20 21 27 28 29 36 44 45,4841  9036 11946  9724 10888 10056 12864 11450 10053 10477 12322 11734,1716178747.6000595093
3 11 18 19 20 21 27 28 29 36 44 45,4339  5773 10506  6325  9766  9839  9346  9011  9748  6849 10781 10784,1716178749.3630921841
3 11 18 19 20 21 27 28 29 36 44 45,4349  6918 10514  7030 10113  9930  9441  9654  9764  7808 12007 10927,1716178749.4060041904
3 11 18 19 20 21 27 28 29 36 44 45,4475  8694 10656  8463 10105  9916  9442 10717  9761  9166 12627 11278,1716178749.4487898350
3 11 18 19 20 21 27 28 29 36 44 45,4491  8711 10706  9281 10321 10047  9610 10752  9828  9505 12685 13194,1716178749.4919979572
3 11 18 19 20 21 27 28 29 36 44,4641  8773 10972  9293 10564 10068 12097 10692 10204 10602 12625,1716178749.5350120068
3 11 18 19 20 21 28 29 36 44,4674  8781 11137  9491 10643 10021 10623 10208 11357 12641,1716178749.5779607296
3 11 18 19 20 21 28 29 36 44,4841  8951 11346  9710 11411 10187 10943 10289 12081 12819,1716178749.6209752560
3 11 19 20 21 28 29 36 44,5225  8846  9660 11572 10316 11096 10360 12877 13213,1716178749.6640274525
3 11 19 20 21 28 29 36,5631  8964  9818 11741 10431 11123 10421 13721,1716178749.7070312500
3 11 19 20 21 28 29,5871  9045  9963 12870 10351 10854 10532,1716178749.7499430180
3 11 19 20 21 28 29,6502  9063 10053 14171 10642 11081 10719,1716178749.7928910255
3 11 19 20 21 28 29,9103  9073 10403 16083 10739 11228 10853,1716178749.8360333443
11 21 28 29 44,8767 10685 11048 11067 15881,1716178749.8789439201
11 21 28 29 44,9079 10974 11307 11372 13451,1716178749.9219722748
11 28 29 44,9144 11305 11671 13247,1716178749.9649715424
11 28 29 44,9505 11699 12112 13054,1716178750.0079929829
11 28 29 44,9733 11903 11994 13284,1716178750.0508632660
11 28 29 44,10330 12560 12482 13282,1716178750.0939831734
11 29,10119 11925,1716178750.1369841099
29,11312,1716178750.1799902916
29 44,12544 14523,1716178750.2229583263
44,13831,1716178750.2659244537
