TAX,ADC,TS
11,10157,1716190638.7738568783
11,9434,1716190638.8167212009
11 28,9755 12379,1716190638.8598628044
11 28,9203 11391,1716190638.9028518200
11 19 20 28,9063 10431 15791 11277,1716190638.9458773136
11 19 20 28,9086  9994 14196 11199,1716190638.9886901379
3 11 19 20 21 28,9877  9250 10041 13359 11821 11475,1716190639.0319011211
3 11 19 20 21 28 29,8170  9111  9819 12759 11617 11498 14475,1716190639.0749022961
3 11 19 20 21 28 29,7832  9023  9659 12393 11393 11467 12213,1716190639.1179172993
3 11 19 20 21 27 28 29,5922  9053  9901 12026 11207 12878 11429 11712,1716190639.1607375145
3 11 19 20 21 27 28 29,5681  8968  8045 11486 10949 12682 11091 11041,1716190639.2038900852
3 11 19 20 21 27 28 29,5550  8881  6881 11128 10684 11991 10802 10817,1716190639.2468931675
3 11 19 20 21 27 28 29 36,5375  8912  6389 11157 10613 11812 10888 10547 14569,1716190639.2898728848
3 11 19 20 21 27 28 29 36,5195  8828  5525 10905 10687 11877 10682 10330 14205,1716190639.3328416348
3 11 18 19 20 21 26 27 28 29 36 44,5166  8956 11488  5336 10860 10552 13324 12256 10706 10416 13843 12952,1716190639.3759107590
3 11 18 19 20 21 26 27 28 29 36 44,5042  8983 11000  5057 10686 10667  9055 12515  9733 10385 13179 12157,1716190639.4189169407
2  3 11 18 19 20 21 26 27 28 29 36,14945  4091  8703 10798  4334  8925 10022 13014 11235  9576 10221 12899,1716190641.3538720608
2  3 11 18 19 20 21 27 28 29 36,15934  4259  8666 15761  4576 10187 10077 11189 10622 10297 12542,1716190641.3966002464
3 11 19 20 21 27 28 29 36,5156  8663  4966 10460 10422 11620 10617 10424 12770,1716190641.4397747517
3 11 19 20 21 27 28 29,5258  8702  5581 10579 10498 11707 10599 10723,1716190641.4828083515
3 11 19 20 21 27 28 29,5490  8899  6781 10971 10779 12558 10781 11369,1716190641.5257565975
3 11 19 20 21 28,7934  8895  8916 11039 10782 10705,1716190641.5686576366
3 11 19 20 21 28,9141  9074  9739 11578 11059 11082,1716190641.6117708683
11 19 20 21 28,9207 10045 12265 11342 11519,1716190641.6547412872
11 20 28,9197 13237 11887,1716190641.6977636814
11,9162,1716190641.7405855656
11,9919,1716190641.7837216854
11,10324,1716190641.8267118931
