TAX,ADC,TS
11,10704,1716178399.9198012352
11,10265,1716178399.9627935886
11 28,10420 13368,1716178400.0058057308
3 11 28,10002 10362 12498,1716178400.0488321781
3 11 28,7014 10304 12101,1716178400.0919909477
3 11 28,6559 10033 11773,1716178400.1348292828
3 11 28,6271  9892 11468,1716178400.1778483391
3 11 28,6201  9780 11308,1716178400.2206888199
3 11 20 28,6170  9768 13573 11225,1716178400.2638731003
3 11 19 20 28 29,6471  9959 14383 13373 11376 13068,1716178400.3069880009
3 11 19 20 28 29 44,6404  9809 14731 13023 11262 12285 14371,1716178400.3498175144
3 11 19 20 28 29 44,6299  9681 16137 12523 11289 11969 13635,1716178400.3926987648
3 11 19 20 28 29 44,6175  9568 13850 12184 11315 11643 13395,1716178400.4358024597
3 11 19 20 28 29 42 44,5277  9427 11642 11667 11203 11184 16063 13002,1716178400.4788186550
3 11 19 20 28 29 42 44,5007  9376 10662 11498 11263 11001 15019 12812,1716178400.5217931271
3 11 19 20 28 29 42 44,4809  9136 10254 11272 11484 11043 14171 12634,1716178400.5647387505
3 11 19 20 27 28 29 42 44,4744  9093  9941 11219 14974 11309 10943  8746 12663,1716178400.6078031063
3 11 18 19 20 27 28 29 42 44,4401  9086 11274  9551 10975 15633 11320 10958  8467 12787,1716178400.6507883072
3 11 18 19 20 27 28 29 42 44,4201  8969 10870  7834 10909 14287 11119 10914  8153 12723,1716178400.6937937737
3 11 18 19 20 27 28 29 36 42 44,3975  8923 10595  7288 10871 12832 11121 10794 13425  7841 12699,1716178400.7368416786
3 11 18 19 20 27 28 29 36 42 44,3632  8781 10444  7031 10671 12199 11069 10761 13045  7700 12559,1716178400.7797949314
2  3 11 18 19 20 27 28 29 36 42 44,16091  3562  8775  9261  6098 10441 12065  9950 10509 12946  7650 11636,1716178400.8227806091
2  3 11 18 19 20 27 28 29 36 42 44,15958  3866  8726 10944  5653 10402 12661 10751 11011 12964 11303 12872,1716178402.4996955395
2  3 11 18 19 20 27 28 29 36 44,15563  4125  8808 11393  6275 10595 12575 10828 10953 13608 12676,1716178402.5427002907
2  3 11 19 20 26 27 28 29 44,15779  4256  8883  6192 10690 14811 12311 10803 11112 12804,1716178402.5857062340
2  3 11 19 20 26 27 28 29 44,15724  4455  8938  7401 11205 14859 12436 10863 11258 13027,1716178402.6285750866
2  3 11 19 20 26 27 28 29,16134  4859  9089  8101 11582 14949 12932 11120 11520,1716178402.6716878414
2  3 11 19 20 27 28 29,16217  5674  9100  9637 11789 12854 10859 11762,1716178402.7146809101
3 11 19 20 27 28 29,5755  9088  9764 11902 13047 10949 11732,1716178402.7575969696
3 11 19 20 28 29,6090  9365 10043 12489 11367 12069,1716178402.8005492687
3 11 19 20 28 29,5962  9439  9977 13128 11357 12189,1716178402.8436465263
3 11 19 20 28,6132  9430  9861 12879 11182,1716178402.8866336346
3 11 19 20 28,6463  9526 10000 13664 11494,1716178402.9296474457
3 11 20 28,9442  9662 13225 11488,1716178402.9725513458
11 20 28,9717 12770 11747,1716178403.0155546665
11 20 28,9737 14616 12066,1716178403.0586550236
11,9602,1716178403.1017572880
11,10021,1716178403.1444902420
