TAX,ADC,TS
11,10730,1716185180.3362090588
11,10370,1716185180.3789663315
11 28,9977 11708,1716185180.4218976498
11 28,9314 10827,1716185180.4649693966
3 11 28,9874  9462 10910,1716185180.5079696178
3 11 19 28,8503  9454 11886 11229,1716185180.5510313511
3 11 19 20 28 29,7938  9471 10317 13065 11414 12150,1716185180.5939610004
3 11 19 20 27 28 29,7962  9471 10335 12774 13055 11594 11799,1716185180.6368217468
3 11 19 20 27 28 29,6083  9443 10037 12496 12834 11425 11383,1716185180.6799461842
3 11 19 20 27 28 29,5766  9172  9691 11705 12477 11066 10747,1716185180.7229549885
3 11 19 20 27 28 29,5610  9087  7773 11536  9802 11053 10588,1716185180.7658114433
3 11 19 20 21 27 28 29 44,5489  9113  7173 11398 11866  9283 11005 10814 12845,1716185180.8088636398
3 11 19 20 21 27 28 29 44,5392  8877  6273 10931 11241  9074 10908 10686 12582,1716185180.8520183563
3 11 19 20 21 27 28 29 44,5256  8720  5631 10659 10791  8666 10696 10658 12601,1716185180.8950138092
3 11 19 20 21 26 27 28 29 36 44,4498  8831  5224 10663 10570  9179  8843 10736 10363 13716 11203,1716185180.9380097389
3 11 19 20 21 26 27 28 29 34 36 44,4306  8783  4665 10247 10509  8781  7373 10659 10271 12176 13073  8961,1716185180.9808027744
3 11 18 19 20 21 26 27 28 29 36 44,4118  7688 10858  4299  9748 10147 12954  6718 10676 10236 12444 12893,1716185182.9588308334
3 11 19 20 21 27 28 29 36,4145  8513  4363  9855 10504  7024 10715 10325 12627,1716185183.0017929077
3 11 19 20 21 27 28 29 36,4259  8600  4662 10258 10703  7481 10713 10394 13718,1716185183.0446512699
3 11 19 20 21 27 28 29,4428  8637  5466 10671 10877  8903 10668 10610,1716185183.0877928734
3 11 19 20 21 27 28 29,5376  8792  6369 10854 11308  9170 10722 10646,1716185183.1307768822
3 11 19 20 27 28 29,5671  9029  7731 11026 12597 10767 11111,1716185183.1737635136
3 11 19 20 27 28 29,5889  9137  9385 11478 12810 10739 11191,1716185183.2166020870
3 11 19 20 27 28,7743  9115  9907 12062 13498 10767,1716185183.2597744465
3 11 19 27 28,9249  9362 10274 13499 11145,1716185183.3027799129
11 28,9087 11140,1716185183.3457205296
11,9020,1716185183.3885812759
11,9892,1716185183.4317173958
11,10625,1716185183.4747352600
11,13867,1716185183.5320844650
