TAX,ADC,TS
44,13859,1716194052.4942550659
11,11530,1716194053.0913310051
11 19,11063 13780,1716194053.1343290806
11 19,10385 11023,1716194053.1773140430
11 19,10161 10403,1716194053.2202632427
11 19,10051 10247,1716194053.2633450031
11 19,9939 10167,1716194053.3063490391
11 19,9865 10140,1716194053.3493447304
11 19,9773 10092,1716194053.3923645020
11 19,9731 9875,1716194053.4353504181
11 19 42,9761  9878 13129,1716194053.4783034325
11 19 27 28 42 44,10023 10369 13537 12090 12793 16309,1716194053.5213308334
11 19 27 28 42 44,10128 10420 13801 11879 12355 16308,1716194053.5644061565
11 19 27 28 42 44,10038 10386 13205 11610 12211 14672,1716194053.6073529720
11 19 28 29 42,10043 10283 11361 14115 12539,1716194053.6503946781
11 19 27 28 29 42,9953 10237 13832 11266 12197 12135,1716194053.6932463646
11 19 27 28 29 42 44,10004 10236 13246 11156 11945 11999 15280,1716194053.7362854481
11 19 27 28 29 42 44 45,9836 10074 12851 11123 11840 11970 13789 12495,1716194053.7793655396
11 19 27 28 29 42 44 45 53,9657  9843 12740 10913 11589 11812 13097 12381 15888,1716194053.8224072456
11 19 27 28 29 42 44 45 53,9551  9778 12601 11002 11326 11167 13503 12168 14374,1716194053.8654100895
11 19 27 28 29 42 44 45 53,9422  9690 12485 10956 11112 10287 12863 12093 13531,1716194053.9083302021
11 19 27 28 29 42 44 45 53 54,9222  9555 12503 10682 10970  8315 12826 12264 13051 12495,1716194053.9513733387
11 19 27 28 29 42 44 45 53 54,9179  9606 12355 10720 11125  8333 14078 12260 11114 12105,1716194053.9943661690
11 19 27 28 29 42 44 45 53 54,9055  9464 12334 10717 10864  7997 14128 11977 10820 12052,1716194054.0372605324
3 11 19 27 28 29 42 44 45 53 54 61,9953  9190  9424 12149 10735 10838  7779 12970  9914  8949 11707 13549,1716194054.0804169178
3 11 19 27 28 29 42 44 45 53 54 61,9647  9192  9438 12246 10918 10743  7909 13241 12093  9036  9399  8049,1716194054.1233460903
3 11 19 27 28 29 42 44 45 53 54 61,9367  9213  9345 12305 10966 10738  8039 13044  9499  9061  8054  8085,1716194054.1663515568
3 11 19 20 27 28 29 36 42 44 45 53,8800  8931  8244 14606 12198  8831 10596 12586  7716 12544  8198 10123,1716194057.0903224945
3 11 19 20 27 28 29 36 42 44 45 53,8817  8991  8499 15491 12307  8778 10394 12448  9644 12836 11426 10869,1716194057.1333646774
3 11 19 20 27 28 29 36 42 44 45 53,8917  9106  9199 16147 12338  8893 10558 12513  9103 13551 11499 12891,1716194057.1763865948
3 11 19 27 28 29 36 42 44 45,9093  9307 10121 12619 10772 10833 11239  9076 13473 11770,1716194057.2193348408
3 11 19 27 28 29 36 42 44 45,9335  9440 10202 12513 10908 10894 11243 13223 13356 12125,1716194057.2623820305
3 11 19 27 28 29 36 42,9719  9573 10145 12569 10975 11236 12753 13637,1716194057.3052725792
3 11 19 27 28 29 42,9919  9453  9892 12331 10701 11190 14439,1716194057.3483889103
11 19 27 28 42,9215  9614 12136 10517 14703,1716194057.3913650513
11 19 27 28,9301  9685 12237 10718,1716194057.4342803955
11 19 27 28,9465  9970 12434 10899,1716194057.4773459435
11 19 27 28 42,9447  9963 12378 11130 16332,1716194057.5203475952
11 19 27 28,9479 10047 12363 11169,1716194057.5633189678
11 19 27 28,9687 10204 12332 11423,1716194057.6063201427
11 19 27 28,9931 10413 12733 11677,1716194057.6492886543
11 27 28,9650 12544 11567,1716194057.6923849583
11 27 28 44,10542 12678 12133 12583,1716194057.7353317738
27 28 44,12585 11967 12673,1716194057.7783637047
28,11610,1716194057.8212676048
28,11185,1716194057.8643753529
28,11180,1716194057.9073412418
28,11469,1716194057.9503180981
28 42,11481 10197,1716194057.9932496548
44,12591,1716194058.0794296265
28,10970,1716194058.1652464867
28,11206,1716194058.2083368301
28 44,11332 11970,1716194058.2513389587
28,11198,1716194058.3803274632
28,11190,1716194058.5952754021
