TAX,ADC,TS
28,11846,1716195268.4807722569
28,11618,1716195268.5236864090
28,11474,1716195268.5666403770
11 28,11459 11818,1716195268.6096940041
11 28,10223 11579,1716195268.6524229050
11 28,9458 11105,1716195268.6955606937
11 19 28,9582 11147 11332,1716195268.7385976315
11 19 20 28,9502 10510 15655 11275,1716195268.7816934586
11 19 20 28,9222 10246 13931 11246,1716195268.8245615959
11 19 20 28,8992  9887 13008 11149,1716195268.8677308559
11 19 20 27 28,8989  9953 12366 12868 11225,1716195268.9105064869
3 11 19 20 27 28,11409  8983  9880 11538 12540 11178,1716195268.9534425735
3 11 18 19 20 27 28 29,9446  8991 14060  9932 11046 12371 11191 12223,1716195268.9964587688
3 11 18 19 20 21 27 28 29,8825  9156 12784  8286 10756 12255 12428 11591 11967,1716195269.0394704342
3 11 18 19 20 21 27 28 29,8538  9007 11195  8203 10578 11358 12542 11230 11191,1716195269.0824475288
3 11 18 19 20 21 27 28 29,5893  8959 10784  7756 10269 11141 12870 11070 10766,1716195269.1254613400
3 11 18 19 20 21 26 27 28 29 35 44,5719  8970 10532  6961 10172 10843 11774 13070 10838 10622 14648 13756,1716195269.1684761047
3 11 18 19 20 21 26 27 28 29 35 36,4143  7702  6886  4390  7861 10148  8650  8468 10369 10210 13212 14101,1716195271.1035487652
3 11 18 19 20 21 26 27 28 29 35,5030  7772  7809  4816  9131 10190 13448  8540 10403 10365 14288,1716195271.1466078758
3 11 18 19 20 21 27 28 29 35,4942  8591  7752  4884  9238 10265  9707 10380 10439 14912,1716195271.1895227432
3 11 18 19 20 21 27 28 29,5297  8651 10332  6297  9578 10575 12049 10448 10830,1716195271.2324516773
3 11 18 19 20 21 27 28 29,5535  8761 10736  7507  9930 11010 12293 10657 11234,1716195271.2754321098
3 11 18 19 20 21 27 28 29,7495  8952 10916  9817 10380 11113 13044 11050 11591,1716195271.3184392452
3 11 18 19 20 21 27 28,10678  8837 11291  9957 10681 11049 13050 11041,1716195271.3614590168
11 19 20 28,8653  9758 11349 10960,1716195271.4044103622
11 20 28,8735 12562 11255,1716195271.4474022388
11 20 28,8955 13535 11506,1716195271.4904096127
11 28,9670 11650,1716195271.5333855152
